order_id,customer_id,rep_id,order_date,status,channel,discount_pct,shipping_cost,region_id
877,390,5,2024-09-14,Pending,In-Store,5.0,21.35,3
878,305,18,2022-11-09,Cancelled,Phone,0.0,6.43,4
879,157,15,2023-08-04,Delivered,Phone,10.0,12.02,3
880,70,23,2024-08-19,Processing,Online,0.0,0.1,5
881,374,24,2024-02-06,Delivered,In-Store,5.0,23.51,3
882,197,16,2023-09-23,Cancelled,Online,5.0,22.12,1
883,198,30,2022-11-29,Processing,In-Store,0.0,19.28,3
884,261,23,2024-09-27,Shipped,Phone,0.0,16.27,4
885,377,8,2023-05-12,Delivered,Online,20.0,9.04,1
886,358,22,2022-10-30,Shipped,Phone,5.0,23.61,2
887,131,8,2022-11-27,Pending,Online,20.0,2.31,4
888,204,23,2022-06-14,Cancelled,Online,5.0,4.15,4
889,130,23,2023-09-11,Cancelled,Phone,15.0,22.17,5
890,158,24,2024-04-22,Pending,Online,15.0,14.32,3
891,417,5,2023-07-05,Processing,Phone,5.0,17.48,1
892,87,27,2024-10-04,Pending,Online,0.0,19.34,4
893,269,14,2023-08-14,Delivered,Online,0.0,9.37,2
894,102,16,2023-01-08,Cancelled,Online,5.0,14.18,2
895,96,7,2022-05-01,Processing,Online,0.0,24.57,4
896,226,21,2022-08-12,Processing,Online,0.0,2.14,1
897,142,3,2023-12-02,Pending,Phone,0.0,11.95,1
898,5,2,2023-06-29,Pending,Phone,10.0,19.73,1
899,50,7,2024-12-05,Pending,In-Store,10.0,13.0,3
900,478,16,2024-08-27,Shipped,Phone,5.0,8.41,3
901,162,27,2023-05-06,Shipped,Phone,5.0,9.46,1
902,500,12,2023-11-08,Pending,Online,5.0,21.76,4
903,372,27,2022-10-12,Pending,Phone,0.0,21.73,3
904,487,23,2023-05-25,Shipped,In-Store,10.0,17.15,4
905,264,14,2023-01-20,Pending,Phone,20.0,8.05,3
906,448,2,2023-10-29,Delivered,Online,10.0,12.11,5
907,407,3,2023-12-15,Delivered,In-Store,15.0,21.43,1
908,376,13,2023-08-25,Cancelled,Online,15.0,3.58,5
909,449,19,2024-10-30,Pending,Online,5.0,19.92,3
910,427,22,2024-08-14,Processing,In-Store,0.0,12.05,5
911,124,8,2023-03-10,Processing,Phone,15.0,2.24,4
912,367,1,2022-11-25,Shipped,In-Store,20.0,7.01,3
913,341,16,2022-09-10,Processing,Phone,15.0,18.14,1
914,408,23,2023-11-13,Processing,Phone,20.0,23.1,1
915,330,11,2024-02-12,Delivered,Phone,15.0,19.63,4
916,414,8,2023-04-03,Shipped,Online,0.0,2.19,1
917,175,24,2023-01-21,Pending,Phone,0.0,3.19,3
918,489,13,2022-01-04,Shipped,Online,10.0,13.39,4
919,217,11,2024-01-18,Processing,Phone,15.0,15.04,2
920,55,13,2022-01-19,Cancelled,In-Store,0.0,3.62,3
921,429,8,2024-10-20,Delivered,Online,10.0,7.08,1
922,307,11,2023-09-25,Cancelled,Phone,0.0,6.84,5
923,245,21,2023-03-18,Delivered,In-Store,15.0,24.16,1
924,415,11,2022-11-09,Processing,Phone,20.0,5.63,1
925,473,28,2023-01-02,Delivered,Phone,5.0,7.48,2
926,12,18,2024-03-14,Shipped,In-Store,15.0,11.84,3
927,388,13,2024-03-11,Pending,Phone,15.0,7.08,2
928,359,28,2024-03-17,Pending,Online,0.0,18.81,5
929,444,26,2022-04-21,Shipped,In-Store,15.0,4.09,2
930,227,23,2024-09-15,Shipped,Online,0.0,5.45,2
931,377,21,2022-01-19,Shipped,Phone,20.0,14.39,2
932,193,14,2022-12-11,Pending,Online,0.0,24.35,2
933,484,2,2022-08-29,Cancelled,Phone,0.0,14.83,2
934,322,24,2024-04-07,Processing,Online,0.0,6.02,4
935,155,23,2022-12-20,Delivered,Phone,20.0,16.77,1
936,399,15,2024-02-22,Shipped,Phone,15.0,11.13,1
937,62,4,2022-06-19,Pending,In-Store,15.0,16.72,5
938,116,1,2024-09-09,Shipped,Phone,15.0,2.36,5
939,93,13,2024-09-18,Delivered,In-Store,10.0,3.13,3
940,33,23,2023-01-14,Delivered,Phone,0.0,9.84,5
941,402,26,2024-12-21,Delivered,Online,10.0,20.93,5
942,366,27,2022-09-12,Processing,Phone,0.0,4.52,5
943,356,6,2022-01-11,Cancelled,In-Store,20.0,7.86,1
944,66,19,2023-02-27,Processing,Online,10.0,6.42,1
945,44,4,2024-11-02,Shipped,In-Store,10.0,4.29,1
946,128,10,2022-04-05,Cancelled,In-Store,15.0,13.35,2
947,296,16,2023-10-03,Cancelled,In-Store,10.0,13.46,2
948,353,4,2022-04-02,Processing,Online,0.0,3.54,2
949,491,5,2023-03-19,Cancelled,In-Store,0.0,3.21,5
950,217,3,2023-06-07,Shipped,In-Store,15.0,22.59,4
951,234,3,2023-06-05,Delivered,Phone,0.0,13.4,1
952,323,24,2023-07-06,Processing,Phone,0.0,14.09,5
953,310,6,2024-05-09,Processing,In-Store,20.0,10.84,1
954,494,20,2023-05-22,Pending,In-Store,0.0,13.29,5
955,209,3,2023-11-06,Pending,In-Store,0.0,19.45,2
956,445,26,2023-04-08,Shipped,Online,0.0,9.43,2
957,194,4,2022-09-10,Processing,Phone,15.0,21.89,5
958,421,26,2024-09-29,Pending,Phone,0.0,17.51,3
959,283,9,2022-07-22,Pending,Online,0.0,23.66,4
960,93,12,2024-12-24,Cancelled,Phone,20.0,10.07,5
961,66,9,2022-01-20,Cancelled,Phone,0.0,16.44,2
962,194,19,2023-07-02,Pending,Phone,15.0,24.36,2
963,348,20,2024-05-06,Delivered,Online,5.0,24.66,4
964,258,10,2023-07-19,Delivered,Phone,15.0,22.03,2
965,157,21,2022-06-28,Shipped,In-Store,20.0,7.82,1
966,325,3,2022-06-07,Processing,Online,0.0,14.38,1
967,381,10,2024-10-06,Pending,In-Store,15.0,12.72,2
968,246,16,2024-11-20,Cancelled,Phone,0.0,10.14,5
969,98,30,2022-01-15,Delivered,Phone,10.0,18.74,2
970,379,22,2024-12-17,Cancelled,Online,10.0,11.22,2
971,346,30,2024-12-08,Processing,Online,0.0,9.18,2
972,264,12,2022-04-15,Delivered,In-Store,5.0,4.26,1
973,174,30,2023-05-27,Cancelled,Online,0.0,7.48,3
974,136,7,2022-01-05,Cancelled,In-Store,0.0,23.08,5
975,423,29,2022-03-14,Delivered,Phone,20.0,12.21,3
976,4,20,2024-07-31,Shipped,In-Store,0.0,2.68,3
977,456,24,2023-01-17,Delivered,In-Store,0.0,2.53,4
978,102,3,2024-12-19,Cancelled,Online,5.0,3.1,4
979,4,5,2023-05-28,Processing,In-Store,5.0,9.36,3
980,220,29,2023-01-09,Cancelled,In-Store,0.0,24.73,4
981,83,5,2023-12-26,Delivered,Online,0.0,22.09,2
982,57,7,2023-08-07,Pending,Online,5.0,10.53,3
983,462,2,2022-11-25,Processing,In-Store,15.0,24.57,1
984,216,16,2024-10-11,Processing,In-Store,20.0,19.11,4
985,257,24,2024-03-07,Processing,Online,0.0,19.82,2
986,80,12,2024-10-21,Pending,Phone,0.0,1.3,3
987,220,20,2022-01-17,Delivered,In-Store,0.0,7.06,1
988,390,14,2023-05-23,Cancelled,Online,15.0,12.78,2
989,144,25,2022-08-24,Shipped,Phone,0.0,16.66,4
990,102,16,2022-07-31,Cancelled,Phone,0.0,4.72,5
991,323,21,2022-11-01,Processing,Online,0.0,10.03,3
992,99,30,2022-10-27,Delivered,Online,10.0,4.99,1
993,195,14,2024-12-11,Shipped,Phone,15.0,24.5,2
994,173,14,2024-09-08,Pending,Phone,5.0,16.1,3
995,57,9,2024-01-15,Shipped,In-Store,15.0,10.45,3
996,459,2,2023-01-08,Pending,Online,0.0,16.51,3
997,109,10,2024-08-24,Shipped,Phone,0.0,10.77,3
998,486,16,2024-01-15,Shipped,In-Store,0.0,2.42,1
999,350,18,2022-09-24,Shipped,In-Store,15.0,20.25,5
1000,271,20,2024-02-01,Processing,Phone,0.0,5.25,4
1001,45,29,2022-08-06,Processing,Phone,15.0,15.05,1
1002,301,30,2023-01-26,Processing,Phone,5.0,23.14,1
1003,483,18,2023-12-04,Shipped,Phone,5.0,24.74,2
1004,274,24,2022-11-11,Pending,Online,0.0,10.46,3
1005,457,29,2023-12-13,Shipped,In-Store,15.0,17.93,4
1006,35,16,2024-05-08,Cancelled,Phone,20.0,0.55,5
1007,141,23,2022-09-22,Shipped,Online,10.0,1.52,2
1008,380,27,2024-03-25,Delivered,Phone,10.0,21.76,1
1009,85,15,2024-11-09,Delivered,Phone,20.0,9.76,5
1010,140,7,2023-01-12,Pending,Online,10.0,5.45,1
1011,451,30,2024-11-16,Delivered,Phone,15.0,18.01,3
1012,156,28,2023-03-28,Shipped,Phone,0.0,13.8,2
1013,115,2,2024-12-28,Processing,In-Store,0.0,15.99,3
1014,475,5,2023-07-08,Pending,Phone,0.0,24.74,2
1015,274,4,2022-01-03,Shipped,Phone,10.0,24.31,3
1016,43,23,2023-06-25,Processing,In-Store,10.0,7.37,1
1017,321,27,2022-01-22,Shipped,Online,15.0,24.13,2
1018,132,1,2022-08-06,Delivered,Phone,0.0,21.75,5
1019,283,7,2024-06-24,Processing,In-Store,0.0,5.1,4
1020,80,15,2023-04-20,Delivered,In-Store,0.0,22.55,1
1021,254,6,2024-07-29,Processing,Online,0.0,14.24,2
1022,332,10,2022-02-13,Shipped,Online,0.0,20.44,5
1023,97,3,2022-10-21,Pending,In-Store,0.0,11.38,4
1024,52,24,2024-12-14,Processing,Phone,20.0,20.2,5
1025,52,13,2024-02-26,Pending,Online,20.0,0.34,1
1026,68,8,2022-06-21,Shipped,Online,15.0,14.99,1
1027,491,26,2022-08-06,Cancelled,Phone,20.0,8.46,1
1028,104,5,2024-09-10,Cancelled,In-Store,20.0,4.08,3
1029,246,5,2023-05-15,Pending,Phone,15.0,6.69,5
1030,64,1,2022-04-02,Pending,Phone,0.0,2.56,4
1031,73,1,2023-04-05,Pending,Online,5.0,9.63,3
1032,336,10,2023-04-08,Delivered,Phone,15.0,20.57,1
1033,252,6,2022-08-14,Processing,Online,0.0,8.93,5
1034,171,4,2024-01-09,Pending,Online,10.0,3.78,4
1035,272,11,2023-01-07,Delivered,Online,15.0,17.18,5
1036,419,10,2023-12-15,Pending,In-Store,5.0,16.54,3
1037,416,30,2022-06-06,Pending,Online,20.0,16.4,3
1038,76,13,2024-07-03,Delivered,Online,0.0,14.45,3
1039,75,3,2023-10-24,Processing,Online,20.0,9.63,3
1040,254,14,2024-09-12,Delivered,Phone,20.0,15.92,2
1041,411,21,2023-05-19,Delivered,In-Store,10.0,12.43,5
1042,253,18,2023-04-17,Delivered,Online,10.0,17.87,5
1043,296,25,2023-03-26,Pending,Online,0.0,0.07,1
1044,186,18,2024-08-28,Processing,Online,0.0,22.78,3
1045,435,28,2022-10-13,Shipped,In-Store,0.0,20.88,5
1046,498,30,2024-05-12,Processing,Online,20.0,5.61,2
1047,61,23,2022-10-21,Delivered,Phone,0.0,17.4,4
1048,191,2,2022-08-06,Cancelled,Online,5.0,20.94,2
1049,16,5,2024-01-19,Processing,Online,0.0,1.93,5
1050,426,27,2024-05-02,Processing,Online,5.0,18.59,5
1051,358,10,2024-08-20,Delivered,Phone,0.0,11.1,1
1052,147,4,2022-11-16,Pending,Phone,0.0,15.1,2
1053,258,6,2022-01-23,Delivered,In-Store,15.0,23.71,4
1054,284,23,2023-06-13,Cancelled,Phone,0.0,17.73,4
1055,477,6,2023-07-11,Pending,Phone,5.0,24.45,2
1056,381,7,2024-03-31,Cancelled,Online,0.0,9.81,5
1057,310,27,2022-06-08,Delivered,In-Store,0.0,16.32,4
1058,424,13,2022-12-04,Pending,In-Store,15.0,10.61,3
1059,56,4,2022-06-09,Shipped,Phone,20.0,21.17,1
1060,123,10,2022-11-30,Cancelled,Online,0.0,5.3,1
1061,388,30,2023-09-26,Processing,Phone,0.0,15.96,1
1062,124,9,2022-06-24,Cancelled,Phone,0.0,14.09,4
1063,24,2,2023-10-07,Pending,In-Store,0.0,24.51,3
1064,491,13,2024-10-21,Processing,In-Store,20.0,9.77,3
1065,499,5,2022-07-19,Shipped,In-Store,15.0,12.59,5
1066,414,25,2022-11-04,Pending,Phone,20.0,9.55,5
1067,445,28,2022-03-18,Shipped,Online,0.0,17.06,1
1068,454,21,2022-07-11,Processing,Online,20.0,17.04,2
1069,394,23,2022-11-26,Cancelled,Phone,15.0,15.22,5
1070,477,25,2023-12-01,Delivered,Online,0.0,7.27,5
1071,439,14,2022-03-23,Delivered,Online,0.0,24.93,5
1072,39,5,2024-10-15,Pending,Online,0.0,19.16,3
1073,281,28,2022-06-28,Delivered,Online,5.0,7.84,3
1074,83,3,2023-07-28,Cancelled,In-Store,0.0,2.23,2
1075,364,25,2024-08-01,Shipped,In-Store,0.0,19.08,4
1076,333,30,2022-10-15,Pending,Phone,5.0,0.99,3
1077,206,14,2022-09-22,Delivered,In-Store,10.0,21.12,3
1078,192,3,2024-04-26,Cancelled,In-Store,0.0,21.94,1
1079,318,21,2022-04-27,Processing,Phone,20.0,14.02,2
1080,437,4,2023-08-19,Delivered,Online,10.0,9.98,1
1081,115,13,2024-08-04,Pending,In-Store,5.0,11.71,5
1082,461,27,2024-08-10,Pending,Online,0.0,18.29,4
1083,394,14,2023-02-13,Delivered,In-Store,0.0,7.93,5
1084,249,7,2024-09-02,Pending,In-Store,5.0,0.96,2
1085,486,16,2022-10-26,Processing,In-Store,10.0,0.78,5
1086,397,13,2022-05-08,Shipped,In-Store,5.0,5.34,2
1087,445,1,2024-05-16,Shipped,In-Store,15.0,4.4,2
1088,36,9,2024-04-09,Pending,In-Store,20.0,17.81,4
1089,269,7,2023-06-16,Processing,Online,0.0,22.37,4
1090,176,25,2023-09-01,Processing,Online,0.0,23.55,4
1091,244,18,2022-11-26,Delivered,In-Store,15.0,14.26,1
1092,288,26,2023-02-11,Pending,Phone,15.0,14.46,2
1093,166,22,2023-10-11,Pending,Online,5.0,23.35,4
1094,443,11,2022-08-21,Delivered,In-Store,10.0,18.06,4
1095,483,27,2022-09-15,Delivered,Phone,10.0,2.44,2
1096,382,7,2024-05-10,Cancelled,Online,10.0,9.44,3
1097,108,7,2022-01-30,Shipped,In-Store,0.0,7.55,3
1098,258,27,2022-09-13,Delivered,Phone,5.0,10.35,3
1099,181,27,2024-05-22,Cancelled,In-Store,0.0,23.16,4
1100,220,12,2022-12-29,Cancelled,Phone,0.0,13.57,4
1101,146,28,2024-06-14,Shipped,Phone,10.0,23.45,1
1102,45,26,2022-08-01,Pending,Phone,0.0,15.41,4
1103,54,16,2022-07-24,Delivered,Phone,10.0,20.15,3
1104,437,14,2023-03-10,Processing,In-Store,10.0,9.53,2
1105,439,16,2022-09-12,Shipped,In-Store,5.0,22.7,4
1106,4,12,2023-04-04,Cancelled,In-Store,0.0,21.99,3
1107,158,27,2024-04-29,Processing,Online,5.0,0.82,1
1108,79,26,2024-02-06,Cancelled,Phone,10.0,7.94,2
1109,492,19,2024-05-30,Processing,Phone,5.0,4.82,4
1110,425,2,2024-05-28,Processing,Phone,5.0,24.43,2
1111,207,29,2023-10-14,Cancelled,Online,5.0,5.77,2
1112,259,4,2024-03-13,Shipped,Phone,0.0,23.72,2
1113,48,3,2022-02-22,Delivered,Online,15.0,19.25,2
1114,15,20,2022-06-11,Cancelled,In-Store,0.0,18.56,2
1115,233,21,2024-01-04,Processing,Online,15.0,22.45,3
1116,100,18,2023-05-18,Delivered,In-Store,15.0,1.29,1
1117,479,5,2022-02-17,Cancelled,Online,0.0,11.48,5
1118,63,4,2022-10-18,Shipped,In-Store,0.0,2.32,4
1119,433,12,2023-03-02,Delivered,Online,5.0,19.89,4
1120,38,16,2022-06-06,Processing,Phone,5.0,9.38,3
1121,325,30,2024-07-12,Processing,Online,0.0,0.25,2
1122,338,19,2022-03-06,Pending,In-Store,0.0,12.1,5
1123,308,18,2022-01-11,Processing,Phone,15.0,6.36,1
1124,99,20,2022-03-02,Cancelled,Online,10.0,12.79,2
1125,111,28,2024-01-18,Pending,Online,0.0,8.19,2
1126,43,24,2022-09-17,Shipped,In-Store,5.0,4.98,1
1127,179,23,2023-08-26,Delivered,Phone,20.0,12.4,5
1128,485,13,2023-01-31,Shipped,Online,0.0,17.18,3
1129,493,13,2022-07-30,Cancelled,Phone,0.0,4.14,2
1130,489,24,2024-09-26,Delivered,In-Store,5.0,14.91,3
1131,418,11,2022-08-09,Cancelled,In-Store,5.0,4.99,3
1132,192,29,2022-05-12,Delivered,Online,0.0,23.95,3
1133,301,14,2023-08-25,Cancelled,Phone,10.0,8.81,1
1134,59,6,2023-10-23,Delivered,Online,0.0,6.13,2
1135,337,12,2024-02-01,Processing,In-Store,0.0,0.24,1
1136,368,11,2023-03-14,Delivered,Phone,20.0,8.04,2
1137,288,3,2024-02-29,Shipped,Phone,0.0,13.18,1
1138,288,9,2022-06-03,Cancelled,Phone,5.0,17.05,4
1139,163,27,2023-10-18,Processing,Online,0.0,20.07,4
1140,24,9,2024-05-12,Pending,Online,5.0,4.28,3
1141,303,13,2023-04-30,Cancelled,Online,0.0,0.45,5
1142,3,30,2024-08-03,Shipped,Online,20.0,24.17,1
1143,459,18,2024-12-16,Pending,In-Store,15.0,0.41,4
1144,49,27,2024-04-30,Shipped,In-Store,0.0,18.84,4
1145,41,18,2023-10-04,Delivered,Phone,0.0,9.83,4
1146,253,28,2022-09-06,Shipped,Phone,0.0,0.73,1
1147,423,1,2022-10-12,Pending,In-Store,20.0,17.19,4
1148,116,6,2022-06-30,Processing,Phone,20.0,9.22,5
1149,3,30,2022-04-18,Shipped,Online,0.0,1.2,3
1150,39,9,2023-11-06,Cancelled,In-Store,0.0,17.47,2
1151,299,15,2022-09-03,Processing,In-Store,20.0,3.7,5
1152,455,28,2024-04-26,Delivered,Phone,0.0,13.04,2
1153,296,16,2024-09-30,Shipped,In-Store,20.0,18.27,2
1154,48,9,2023-08-30,Pending,In-Store,10.0,20.89,2
1155,338,21,2023-02-26,Pending,Online,5.0,1.51,1
1156,344,7,2024-08-16,Delivered,Online,5.0,2.61,2
1157,417,19,2024-12-16,Cancelled,In-Store,20.0,23.61,4
1158,336,5,2024-10-30,Pending,Online,0.0,22.92,4
1159,500,15,2024-11-17,Processing,In-Store,0.0,1.72,4
1160,85,22,2023-09-22,Cancelled,Phone,0.0,3.68,1
1161,382,4,2023-05-08,Pending,In-Store,0.0,6.67,4
1162,339,17,2024-07-16,Shipped,In-Store,0.0,23.17,1
1163,182,14,2023-03-11,Processing,In-Store,10.0,10.77,3
1164,28,15,2023-07-13,Shipped,Online,0.0,16.22,4
1165,100,10,2023-01-23,Delivered,Online,10.0,6.9,5
1166,253,17,2024-06-06,Pending,Phone,0.0,16.16,1
1167,113,4,2022-04-19,Pending,Phone,0.0,5.97,5
1168,52,9,2023-04-09,Cancelled,Phone,15.0,10.11,4
1169,52,8,2023-07-04,Delivered,Online,0.0,19.64,3
1170,327,10,2023-08-13,Pending,Online,0.0,12.58,5
1171,245,24,2023-09-18,Processing,Online,0.0,17.04,2
1172,96,11,2024-07-21,Processing,Online,15.0,11.87,3
1173,11,6,2023-06-25,Pending,Online,15.0,19.01,1
1174,305,12,2024-08-28,Cancelled,Online,5.0,21.83,4
1175,57,2,2022-02-05,Cancelled,Phone,0.0,20.88,5
1176,258,6,2022-10-28,Pending,Online,0.0,20.1,3
1177,232,16,2023-12-20,Cancelled,In-Store,15.0,12.16,3
1178,235,1,2023-12-24,Shipped,Phone,0.0,22.28,5
1179,248,4,2023-07-07,Cancelled,Phone,15.0,0.52,4
1180,439,8,2022-10-18,Shipped,In-Store,0.0,6.11,4
1181,185,7,2022-07-02,Processing,In-Store,15.0,2.7,3
1182,450,21,2024-07-09,Cancelled,Online,0.0,22.76,3
1183,455,11,2024-03-11,Cancelled,In-Store,0.0,7.73,1
1184,297,17,2023-12-05,Cancelled,Online,5.0,19.88,5
1185,496,26,2023-12-12,Shipped,Online,0.0,12.47,2
1186,239,22,2022-11-04,Cancelled,In-Store,10.0,13.95,2
1187,156,16,2023-08-14,Pending,In-Store,0.0,11.35,2
1188,145,27,2022-09-10,Pending,In-Store,0.0,0.13,3
1189,339,27,2022-01-02,Pending,In-Store,0.0,8.76,3
1190,403,28,2024-10-25,Cancelled,Online,0.0,17.83,2
1191,376,7,2024-06-03,Cancelled,Online,0.0,5.47,4
1192,478,12,2023-05-25,Delivered,In-Store,5.0,24.17,1
1193,458,9,2023-09-11,Cancelled,In-Store,0.0,14.1,3
1194,412,19,2022-10-13,Processing,In-Store,0.0,10.41,2
1195,155,10,2022-06-25,Shipped,Phone,15.0,11.53,2
1196,193,26,2024-06-13,Pending,Online,10.0,11.05,3
1197,258,30,2024-01-03,Delivered,In-Store,5.0,11.66,4
1198,237,1,2022-02-24,Delivered,Online,20.0,3.51,3
1199,403,8,2024-11-14,Shipped,Online,10.0,13.58,5
1200,450,10,2022-04-20,Delivered,Online,5.0,16.75,4
1201,414,25,2024-11-26,Delivered,Online,0.0,1.37,1
1202,171,20,2022-07-19,Shipped,Phone,5.0,17.26,1
1203,63,24,2024-11-12,Pending,Phone,0.0,12.91,5
1204,380,16,2022-10-07,Processing,Phone,15.0,21.31,3
1205,322,10,2022-01-14,Delivered,Phone,15.0,5.02,1
1206,1,5,2022-09-05,Cancelled,Online,0.0,5.11,4
1207,13,27,2024-11-01,Delivered,In-Store,0.0,23.15,3
1208,208,16,2023-01-12,Processing,Phone,0.0,20.54,4
1209,440,22,2022-09-10,Delivered,Online,15.0,0.54,2
1210,420,24,2023-05-08,Processing,Phone,15.0,17.49,2
1211,244,16,2023-08-17,Shipped,Phone,0.0,23.98,4
1212,189,22,2023-07-18,Delivered,In-Store,15.0,20.0,4
1213,214,27,2024-05-20,Processing,Online,0.0,11.43,5
1214,200,1,2023-09-13,Pending,Phone,15.0,22.33,5
1215,228,2,2023-12-28,Processing,In-Store,15.0,11.46,1
1216,82,12,2024-10-22,Cancelled,Online,0.0,22.56,5
1217,200,17,2022-05-09,Processing,Phone,0.0,8.8,5
1218,174,15,2022-10-14,Shipped,Phone,0.0,23.09,1
1219,470,27,2024-09-17,Delivered,In-Store,10.0,16.47,5
1220,363,30,2024-11-04,Cancelled,In-Store,0.0,17.44,5
1221,490,19,2023-12-14,Cancelled,Phone,20.0,10.09,1
1222,16,28,2022-11-22,Processing,Online,15.0,2.66,4
1223,166,25,2023-04-20,Processing,Online,0.0,18.2,4
1224,387,14,2022-05-12,Pending,Phone,0.0,2.86,1
1225,227,25,2024-02-06,Cancelled,Phone,20.0,0.74,2
1226,165,4,2024-07-09,Delivered,Online,15.0,14.34,2
1227,101,9,2024-10-02,Delivered,Phone,0.0,5.64,2
1228,223,27,2024-12-18,Processing,Online,10.0,0.61,1
1229,105,2,2022-10-15,Pending,In-Store,20.0,10.2,5
1230,443,3,2023-11-29,Processing,Phone,15.0,23.94,5
1231,255,7,2023-03-01,Cancelled,In-Store,10.0,8.8,5
1232,461,18,2022-10-10,Pending,In-Store,5.0,15.64,1
1233,292,3,2022-09-18,Cancelled,In-Store,0.0,2.95,2
1234,27,20,2023-11-09,Pending,Online,20.0,23.52,3
1235,200,23,2024-01-03,Pending,Online,0.0,1.87,5
1236,124,28,2024-11-26,Cancelled,Phone,0.0,9.98,1
1237,280,23,2022-08-16,Cancelled,In-Store,0.0,16.33,1
1238,174,14,2023-06-19,Processing,In-Store,20.0,1.48,2
1239,281,27,2023-11-07,Pending,Online,5.0,1.82,5
1240,464,20,2022-03-14,Shipped,Online,5.0,14.95,5
1241,476,3,2024-09-07,Processing,In-Store,15.0,1.04,1
1242,255,17,2023-04-07,Shipped,In-Store,5.0,7.59,2
1243,11,30,2022-04-24,Pending,Online,10.0,15.2,4
1244,350,22,2022-02-07,Cancelled,In-Store,0.0,9.68,4
1245,357,5,2024-05-30,Delivered,Phone,0.0,2.89,1
1246,460,20,2024-01-24,Shipped,Online,0.0,10.91,1
1247,122,8,2022-07-08,Cancelled,Online,0.0,10.33,5
1248,291,2,2022-01-31,Processing,Online,0.0,1.42,4
1249,93,10,2022-03-31,Shipped,In-Store,10.0,16.38,2
1250,150,5,2024-03-25,Delivered,Phone,0.0,16.41,1
1251,129,18,2023-02-26,Delivered,Phone,15.0,20.34,2
1252,228,23,2023-09-12,Shipped,Phone,0.0,21.72,2
1253,270,29,2023-07-02,Shipped,Phone,10.0,12.59,1
1254,178,29,2024-04-21,Cancelled,In-Store,0.0,1.96,2
1255,431,17,2023-04-18,Shipped,Phone,10.0,5.27,3
1256,372,27,2022-10-18,Pending,Online,15.0,11.01,4
1257,488,4,2022-02-13,Delivered,Online,0.0,6.95,4
1258,154,27,2022-06-23,Pending,In-Store,20.0,15.24,4
1259,10,28,2024-02-23,Delivered,In-Store,0.0,5.61,4
1260,95,22,2024-06-01,Cancelled,Online,15.0,7.63,5
1261,391,12,2022-02-23,Cancelled,In-Store,20.0,22.69,5
1262,111,25,2022-02-26,Shipped,Phone,20.0,15.54,4
1263,401,24,2022-04-27,Pending,Phone,5.0,23.81,3
1264,440,18,2024-08-07,Delivered,Phone,15.0,14.21,5
1265,134,6,2024-02-20,Delivered,Phone,0.0,3.3,1
1266,144,26,2023-07-16,Pending,Online,20.0,13.57,3
1267,293,13,2022-03-21,Cancelled,In-Store,0.0,6.72,3
1268,401,21,2022-01-26,Pending,In-Store,10.0,16.52,3
1269,434,6,2024-06-27,Delivered,Online,5.0,0.22,1
1270,495,12,2024-09-10,Cancelled,Online,5.0,1.46,1
1271,142,29,2023-10-06,Pending,In-Store,0.0,6.45,3
1272,133,28,2024-10-10,Processing,Online,15.0,4.36,5
1273,336,2,2023-04-22,Pending,Phone,0.0,4.61,5
1274,441,15,2023-10-12,Pending,Phone,15.0,5.7,3
1275,500,9,2022-02-03,Shipped,Phone,15.0,1.12,2
1276,180,4,2022-06-08,Cancelled,In-Store,0.0,12.78,2
1277,105,11,2024-01-31,Delivered,Online,15.0,10.66,3
1278,74,1,2023-10-31,Cancelled,In-Store,0.0,24.38,3
1279,241,10,2022-03-05,Processing,In-Store,0.0,7.27,2
1280,467,19,2022-02-22,Pending,Phone,0.0,20.2,5
1281,367,25,2024-11-06,Cancelled,Phone,0.0,23.5,4
1282,426,19,2022-03-08,Processing,In-Store,20.0,24.95,1
1283,490,3,2023-04-05,Cancelled,Phone,10.0,15.76,4
1284,276,24,2022-09-06,Cancelled,Online,10.0,11.81,5
1285,267,15,2023-10-12,Shipped,Online,20.0,14.38,2
1286,169,8,2024-01-12,Processing,In-Store,0.0,18.7,1
1287,355,8,2024-06-30,Delivered,In-Store,0.0,8.8,5
1288,40,30,2024-01-12,Delivered,Phone,0.0,11.22,4
1289,118,19,2022-09-14,Cancelled,Online,20.0,22.73,5
1290,341,5,2023-06-18,Shipped,In-Store,0.0,2.95,4
1291,216,17,2022-10-31,Cancelled,In-Store,15.0,22.04,2
1292,461,6,2024-07-18,Pending,Online,0.0,10.47,5
1293,365,30,2024-08-20,Pending,Online,20.0,0.85,4
1294,13,23,2022-12-08,Pending,Online,10.0,21.67,4
1295,463,14,2023-12-27,Processing,In-Store,15.0,13.92,3
1296,61,11,2023-11-21,Cancelled,Phone,10.0,2.69,1
1297,38,24,2023-12-28,Delivered,In-Store,15.0,11.24,4
1298,149,25,2024-09-04,Processing,Phone,0.0,18.09,5
1299,470,27,2024-11-09,Pending,Online,0.0,14.84,3
1300,346,21,2024-07-17,Delivered,In-Store,5.0,4.42,5
1301,144,25,2022-07-18,Processing,In-Store,5.0,8.53,5
1302,266,29,2024-12-11,Cancelled,Phone,20.0,23.2,3
1303,166,13,2023-10-15,Processing,Online,0.0,20.35,2
1304,221,17,2023-07-24,Cancelled,Phone,0.0,2.49,3
1305,85,4,2023-08-13,Shipped,In-Store,5.0,5.59,2
