attendance_id,employee_id,date,check_in,check_out,hours_worked,status
1119,55,2024-06-05,,,,Absent
1120,55,2024-06-06,10:43,18:04,8.8,Present
1121,55,2024-06-07,10:17,18:46,7.4,Present
1122,55,2024-06-10,09:22,17:04,6.0,Present
1123,138,2024-06-03,09:51,19:11,7.4,Present
1124,138,2024-06-04,08:00,,,Half Day
1125,138,2024-06-05,10:34,19:41,6.1,Present
1126,138,2024-06-06,08:19,17:29,8.5,Present
1127,138,2024-06-07,08:32,18:20,8.7,Present
1128,138,2024-06-10,10:46,17:05,8.2,Present
1129,269,2024-06-03,08:22,18:34,6.8,Present
1130,269,2024-06-04,10:59,19:12,4.7,Present
1131,269,2024-06-05,10:54,16:37,7.4,Present
1132,269,2024-06-06,08:15,19:30,6.3,Present
1133,269,2024-06-07,08:50,17:52,8.2,Present
1134,269,2024-06-10,08:50,19:42,5.6,Present
1135,242,2024-06-03,08:13,,,Half Day
1136,242,2024-06-04,10:20,16:44,9.0,Present
1137,242,2024-06-05,10:18,18:02,7.3,Present
1138,242,2024-06-06,09:55,19:08,5.1,Present
1139,242,2024-06-07,10:52,16:06,6.6,Present
1140,242,2024-06-10,08:48,16:28,5.9,Present
1141,112,2024-06-03,10:02,18:42,8.9,Present
1142,112,2024-06-04,09:57,18:34,7.3,Present
1143,112,2024-06-05,09:49,16:16,4.7,Present
1144,112,2024-06-06,09:58,19:26,7.0,Present
1145,112,2024-06-07,,,,On Leave
1146,112,2024-06-10,08:08,18:56,5.4,Present
1147,89,2024-06-03,08:57,19:50,4.0,Present
1148,89,2024-06-04,09:13,19:53,4.6,Present
1149,89,2024-06-05,09:29,16:09,4.6,Present
1150,89,2024-06-06,10:52,,,Half Day
1151,89,2024-06-07,09:11,,,Half Day
1152,89,2024-06-10,10:57,19:33,7.2,Present
1153,260,2024-06-03,09:14,18:10,6.6,Present
1154,260,2024-06-04,10:51,,,Half Day
1155,260,2024-06-05,09:34,18:47,7.4,Present
1156,260,2024-06-06,08:40,19:32,6.6,Present
1157,260,2024-06-07,10:38,17:09,4.4,Present
1158,260,2024-06-10,10:14,17:46,4.2,Present
1159,20,2024-06-03,08:06,19:38,5.6,Present
1160,20,2024-06-04,10:34,18:26,5.3,Present
1161,20,2024-06-05,08:18,18:26,4.8,Present
1162,20,2024-06-06,09:43,18:57,4.5,Present
1163,20,2024-06-07,08:27,,,Half Day
1164,20,2024-06-10,10:46,19:49,7.8,Present
1165,291,2024-06-03,,,,Absent
1166,291,2024-06-04,08:03,17:14,6.2,Present
1167,291,2024-06-05,09:17,17:07,4.7,Present
1168,291,2024-06-06,09:51,,,Half Day
1169,291,2024-06-07,09:01,,,Half Day
1170,291,2024-06-10,10:48,16:44,8.2,Present
1171,141,2024-06-03,09:37,16:48,4.7,Present
1172,141,2024-06-04,10:06,19:03,6.5,Present
1173,141,2024-06-05,08:28,17:17,4.8,Present
1174,141,2024-06-06,09:15,16:48,6.8,Present
1175,141,2024-06-07,09:09,17:24,8.2,Present
1176,141,2024-06-10,09:59,19:14,5.4,Present
1177,191,2024-06-03,10:44,19:03,4.4,Present
1178,191,2024-06-04,08:02,18:50,6.8,Present
1179,191,2024-06-05,10:04,18:44,5.9,Present
1180,191,2024-06-06,09:50,17:07,4.7,Present
1181,191,2024-06-07,10:54,18:09,6.0,Present
1182,191,2024-06-10,10:26,19:03,7.3,Present
1183,264,2024-06-03,08:54,19:08,8.4,Present
1184,264,2024-06-04,,,,On Leave
1185,264,2024-06-05,09:34,18:16,6.3,Present
1186,264,2024-06-06,08:42,18:35,4.5,Present
1187,264,2024-06-07,09:13,18:35,8.4,Present
1188,264,2024-06-10,08:19,17:56,5.9,Present
1189,257,2024-06-03,09:41,19:36,4.6,Present
1190,257,2024-06-04,10:41,17:00,5.7,Present
1191,257,2024-06-05,08:59,19:44,5.9,Present
1192,257,2024-06-06,08:17,,,Half Day
1193,257,2024-06-07,09:05,,,Half Day
1194,257,2024-06-10,08:02,19:43,8.6,Present
1195,289,2024-06-03,10:22,16:50,5.9,Present
1196,289,2024-06-04,08:45,17:36,7.5,Present
1197,289,2024-06-05,08:27,19:49,4.6,Present
1198,289,2024-06-06,10:04,16:35,6.4,Present
1199,289,2024-06-07,08:14,19:19,7.8,Present
1200,289,2024-06-10,10:04,17:21,4.3,Present
1201,273,2024-06-03,10:42,19:56,4.5,Present
1202,273,2024-06-04,10:38,,,Half Day
1203,273,2024-06-05,08:19,16:20,8.1,Present
1204,273,2024-06-06,08:05,17:50,8.0,Present
1205,273,2024-06-07,08:01,16:43,5.9,Present
1206,273,2024-06-10,10:10,19:38,7.9,Present
1207,183,2024-06-03,09:14,19:47,8.8,Present
1208,183,2024-06-04,10:47,18:41,4.5,Present
1209,183,2024-06-05,09:23,17:02,6.4,Present
1210,183,2024-06-06,,,,On Leave
1211,183,2024-06-07,09:47,16:12,6.5,Present
1212,183,2024-06-10,09:44,16:12,8.9,Present
1213,180,2024-06-03,10:32,,,Half Day
1214,180,2024-06-04,09:46,,,Half Day
1215,180,2024-06-05,08:45,17:52,5.9,Present
1216,180,2024-06-06,10:45,18:51,4.6,Present
1217,180,2024-06-07,08:16,16:57,5.2,Present
1218,180,2024-06-10,08:09,18:56,5.6,Present
1219,44,2024-06-03,08:15,17:47,4.9,Present
1220,44,2024-06-04,08:22,19:06,8.0,Present
1221,44,2024-06-05,08:06,16:07,7.4,Present
1222,44,2024-06-06,09:08,17:44,8.9,Present
1223,44,2024-06-07,,,,Absent
1224,44,2024-06-10,10:39,16:32,4.9,Present
1225,121,2024-06-03,,,,On Leave
1226,121,2024-06-04,10:55,,,Half Day
1227,121,2024-06-05,10:11,17:04,8.1,Present
1228,121,2024-06-06,10:37,16:36,6.7,Present
1229,121,2024-06-07,08:32,19:37,6.8,Present
1230,121,2024-06-10,08:02,,,Half Day
1231,296,2024-06-03,08:12,16:40,7.2,Present
1232,296,2024-06-04,09:52,16:10,4.1,Present
1233,296,2024-06-05,10:09,19:42,8.6,Present
1234,296,2024-06-06,10:07,16:17,5.2,Present
1235,296,2024-06-07,10:51,19:11,8.9,Present
1236,296,2024-06-10,09:32,16:23,8.9,Present
1237,198,2024-06-03,09:31,19:32,4.2,Present
1238,198,2024-06-04,09:36,16:11,5.4,Present
1239,198,2024-06-05,09:10,17:41,5.7,Present
1240,198,2024-06-06,10:40,19:17,6.6,Present
1241,198,2024-06-07,10:49,17:43,7.9,Present
1242,198,2024-06-10,08:36,16:51,6.4,Present
1243,137,2024-06-03,08:50,17:59,8.5,Present
1244,137,2024-06-04,10:35,16:05,5.5,Present
1245,137,2024-06-05,10:35,17:52,6.0,Present
1246,137,2024-06-06,10:48,16:21,8.5,Present
1247,137,2024-06-07,10:24,19:43,6.6,Present
1248,137,2024-06-10,09:03,,,Half Day
1249,125,2024-06-03,09:34,18:56,5.7,Present
1250,125,2024-06-04,08:26,19:36,8.1,Present
1251,125,2024-06-05,,,,Absent
1252,125,2024-06-06,08:58,19:12,5.1,Present
1253,125,2024-06-07,09:03,16:04,8.6,Present
1254,125,2024-06-10,10:24,19:51,4.4,Present
1255,167,2024-06-03,09:42,19:24,5.9,Present
1256,167,2024-06-04,10:03,18:30,4.6,Present
1257,167,2024-06-05,09:07,16:16,8.3,Present
1258,167,2024-06-06,08:42,,,Half Day
1259,167,2024-06-07,10:21,19:00,5.9,Present
1260,167,2024-06-10,09:54,18:11,4.9,Present
1261,56,2024-06-03,09:01,18:18,5.1,Present
1262,56,2024-06-04,10:17,18:34,7.3,Present
1263,56,2024-06-05,09:46,16:34,4.5,Present
1264,56,2024-06-06,09:47,18:28,6.0,Present
1265,56,2024-06-07,,,,On Leave
1266,56,2024-06-10,08:50,19:38,7.5,Present
1267,11,2024-06-03,08:58,19:14,7.2,Present
1268,11,2024-06-04,09:22,16:29,6.3,Present
1269,11,2024-06-05,09:13,17:19,8.7,Present
1270,11,2024-06-06,10:29,16:20,5.7,Present
1271,11,2024-06-07,08:44,17:13,5.0,Present
1272,11,2024-06-10,,,,On Leave
1273,213,2024-06-03,08:47,16:49,6.3,Present
1274,213,2024-06-04,10:31,18:39,8.7,Present
1275,213,2024-06-05,08:32,18:15,7.7,Present
1276,213,2024-06-06,08:25,16:52,7.4,Present
1277,213,2024-06-07,10:33,18:55,4.8,Present
1278,213,2024-06-10,08:13,16:02,6.2,Present
1279,35,2024-06-03,,,,On Leave
1280,35,2024-06-04,10:40,18:30,6.4,Present
1281,35,2024-06-05,09:26,17:02,5.9,Present
1282,35,2024-06-06,08:47,16:05,6.6,Present
1283,35,2024-06-07,10:11,19:10,6.0,Present
1284,35,2024-06-10,08:05,16:18,6.8,Present
1285,290,2024-06-03,,,,Absent
1286,290,2024-06-04,09:06,16:52,6.5,Present
1287,290,2024-06-05,09:05,,,Half Day
1288,290,2024-06-06,10:56,16:49,5.0,Present
1289,290,2024-06-07,09:33,17:47,6.7,Present
1290,290,2024-06-10,09:26,17:17,5.0,Present
1291,136,2024-06-03,09:14,18:28,7.7,Present
1292,136,2024-06-04,10:51,19:40,6.7,Present
1293,136,2024-06-05,09:30,17:53,6.3,Present
1294,136,2024-06-06,08:19,19:11,6.2,Present
1295,136,2024-06-07,10:29,,,Half Day
1296,136,2024-06-10,08:07,16:28,4.4,Present
1297,232,2024-06-03,09:28,16:43,4.7,Present
1298,232,2024-06-04,09:17,17:53,5.1,Present
1299,232,2024-06-05,10:37,19:28,7.3,Present
1300,232,2024-06-06,09:43,,,Half Day
1301,232,2024-06-07,10:21,19:05,5.1,Present
1302,232,2024-06-10,08:15,18:36,7.8,Present
1303,150,2024-06-03,08:25,,,Half Day
1304,150,2024-06-04,10:29,19:20,7.8,Present
1305,150,2024-06-05,10:32,,,Half Day
1306,150,2024-06-06,08:18,17:04,8.0,Present
1307,150,2024-06-07,,,,On Leave
1308,150,2024-06-10,10:36,19:37,7.5,Present
1309,209,2024-06-03,09:26,16:04,7.4,Present
1310,209,2024-06-04,09:58,19:43,6.2,Present
1311,209,2024-06-05,10:36,17:31,8.6,Present
1312,209,2024-06-06,08:24,16:55,7.9,Present
1313,209,2024-06-07,09:37,,,Half Day
1314,209,2024-06-10,08:45,19:47,7.4,Present
1315,143,2024-06-03,10:40,17:52,4.1,Present
1316,143,2024-06-04,10:36,17:44,5.2,Present
1317,143,2024-06-05,08:06,17:25,8.4,Present
1318,143,2024-06-06,10:47,17:05,7.0,Present
1319,143,2024-06-07,08:45,19:16,7.9,Present
1320,143,2024-06-10,09:59,18:26,7.5,Present
1321,13,2024-06-03,10:53,17:09,8.7,Present
1322,13,2024-06-04,09:01,,,Half Day
1323,13,2024-06-05,10:24,19:47,6.6,Present
1324,13,2024-06-06,10:18,16:48,8.1,Present
1325,13,2024-06-07,09:16,19:18,4.9,Present
1326,13,2024-06-10,10:36,17:14,5.5,Present
1327,237,2024-06-03,,,,On Leave
1328,237,2024-06-04,08:18,17:54,7.5,Present
1329,237,2024-06-05,10:42,16:50,4.6,Present
1330,237,2024-06-06,09:55,,,Half Day
1331,237,2024-06-07,10:17,,,Half Day
1332,237,2024-06-10,10:35,18:52,4.2,Present
1333,192,2024-06-03,10:25,19:20,6.5,Present
1334,192,2024-06-04,09:14,19:20,8.2,Present
1335,192,2024-06-05,08:00,19:08,4.4,Present
1336,192,2024-06-06,10:43,,,Half Day
1337,192,2024-06-07,08:21,19:00,4.9,Present
1338,192,2024-06-10,09:31,16:14,4.8,Present
1339,195,2024-06-03,10:05,,,Half Day
1340,195,2024-06-04,10:54,17:29,6.7,Present
1341,195,2024-06-05,08:24,,,Half Day
1342,195,2024-06-06,08:39,19:17,8.9,Present
1343,195,2024-06-07,08:35,18:20,5.8,Present
1344,195,2024-06-10,10:12,17:49,9.0,Present
1345,75,2024-06-03,08:44,17:42,4.6,Present
1346,75,2024-06-04,09:43,,,Half Day
1347,75,2024-06-05,10:07,17:02,7.1,Present
1348,75,2024-06-06,,,,Absent
1349,75,2024-06-07,09:20,19:03,5.4,Present
1350,75,2024-06-10,09:16,16:51,7.8,Present
1351,50,2024-06-03,08:23,16:56,4.6,Present
1352,50,2024-06-04,08:18,16:14,7.4,Present
1353,50,2024-06-05,10:46,,,Half Day
1354,50,2024-06-06,08:04,16:08,5.2,Present
1355,50,2024-06-07,10:10,16:13,6.8,Present
1356,50,2024-06-10,08:59,18:59,8.4,Present
1357,27,2024-06-03,08:18,17:31,5.2,Present
1358,27,2024-06-04,08:06,18:50,8.7,Present
1359,27,2024-06-05,09:54,16:03,7.5,Present
1360,27,2024-06-06,10:21,17:43,4.7,Present
1361,27,2024-06-07,09:39,19:32,7.2,Present
1362,27,2024-06-10,,,,On Leave
1363,66,2024-06-03,10:34,16:51,5.5,Present
1364,66,2024-06-04,08:40,18:53,4.6,Present
1365,66,2024-06-05,10:19,16:39,8.3,Present
1366,66,2024-06-06,10:50,16:31,6.0,Present
1367,66,2024-06-07,08:38,16:06,5.7,Present
1368,66,2024-06-10,,,,Absent
1369,122,2024-06-03,08:52,19:44,6.2,Present
1370,122,2024-06-04,10:18,16:59,4.0,Present
1371,122,2024-06-05,09:43,,,Half Day
1372,122,2024-06-06,,,,On Leave
1373,122,2024-06-07,,,,Absent
1374,122,2024-06-10,08:26,18:42,5.7,Present
1375,238,2024-06-03,,,,On Leave
1376,238,2024-06-04,08:40,16:39,6.7,Present
1377,238,2024-06-05,10:31,17:27,7.8,Present
1378,238,2024-06-06,10:42,17:39,6.3,Present
1379,238,2024-06-07,10:46,17:03,7.7,Present
1380,238,2024-06-10,09:22,19:44,7.7,Present
1381,88,2024-06-03,08:56,19:28,8.7,Present
1382,88,2024-06-04,08:29,18:51,5.4,Present
1383,88,2024-06-05,08:01,18:36,6.3,Present
1384,88,2024-06-06,08:15,17:19,7.9,Present
1385,88,2024-06-07,08:29,17:01,6.0,Present
1386,88,2024-06-10,10:32,19:35,8.2,Present
1387,220,2024-06-03,,,,Absent
1388,220,2024-06-04,08:45,17:52,7.5,Present
1389,220,2024-06-05,09:18,16:17,4.1,Present
1390,220,2024-06-06,08:27,19:50,8.9,Present
1391,220,2024-06-07,09:43,16:06,5.6,Present
1392,220,2024-06-10,10:08,17:21,8.0,Present
1393,37,2024-06-03,08:39,16:26,4.1,Present
1394,37,2024-06-04,10:47,17:45,6.2,Present
1395,37,2024-06-05,09:02,18:42,7.7,Present
1396,37,2024-06-06,09:43,16:53,6.4,Present
1397,37,2024-06-07,08:25,16:20,8.1,Present
1398,37,2024-06-10,09:14,17:34,5.5,Present
1399,265,2024-06-03,10:40,17:26,7.0,Present
1400,265,2024-06-04,10:12,17:07,4.3,Present
1401,265,2024-06-05,08:32,18:44,4.8,Present
1402,265,2024-06-06,09:16,18:39,6.6,Present
1403,265,2024-06-07,,,,On Leave
1404,265,2024-06-10,08:21,18:27,5.8,Present
1405,61,2024-06-03,09:05,19:47,5.3,Present
1406,61,2024-06-04,10:49,18:02,5.3,Present
1407,61,2024-06-05,10:42,,,Half Day
1408,61,2024-06-06,09:55,17:48,7.4,Present
1409,61,2024-06-07,09:20,18:17,8.7,Present
1410,61,2024-06-10,10:13,16:53,4.5,Present
1411,276,2024-06-03,10:36,18:59,8.5,Present
1412,276,2024-06-04,09:58,17:11,8.2,Present
1413,276,2024-06-05,10:40,18:42,6.5,Present
1414,276,2024-06-06,09:09,19:58,8.5,Present
1415,276,2024-06-07,09:47,17:00,8.3,Present
1416,276,2024-06-10,09:52,18:01,6.8,Present
1417,221,2024-06-03,09:28,19:45,5.4,Present
1418,221,2024-06-04,08:34,,,Half Day
1419,221,2024-06-05,08:32,16:00,9.0,Present
1420,221,2024-06-06,,,,On Leave
1421,221,2024-06-07,10:48,17:22,4.5,Present
1422,221,2024-06-10,10:37,18:24,4.8,Present
1423,41,2024-06-03,,,,On Leave
1424,41,2024-06-04,,,,On Leave
1425,41,2024-06-05,09:23,18:24,5.1,Present
1426,41,2024-06-06,08:00,16:59,7.4,Present
1427,41,2024-06-07,,,,Absent
1428,41,2024-06-10,,,,Absent
1429,115,2024-06-03,10:54,16:05,5.7,Present
1430,115,2024-06-04,,,,Absent
1431,115,2024-06-05,10:57,18:53,8.9,Present
1432,115,2024-06-06,09:36,18:54,4.5,Present
1433,115,2024-06-07,10:58,,,Half Day
1434,115,2024-06-10,08:21,17:44,6.5,Present
1435,146,2024-06-03,10:24,17:23,7.8,Present
1436,146,2024-06-04,09:44,,,Half Day
1437,146,2024-06-05,09:07,19:58,8.1,Present
1438,146,2024-06-06,09:48,18:57,6.3,Present
1439,146,2024-06-07,09:13,17:24,5.8,Present
1440,146,2024-06-10,08:28,16:05,4.3,Present
1441,280,2024-06-03,09:29,19:38,5.1,Present
1442,280,2024-06-04,08:17,,,Half Day
1443,280,2024-06-05,10:26,,,Half Day
1444,280,2024-06-06,08:19,,,Half Day
1445,280,2024-06-07,09:38,17:32,8.5,Present
1446,280,2024-06-10,09:11,17:31,7.0,Present
1447,79,2024-06-03,09:40,18:04,6.5,Present
1448,79,2024-06-04,10:15,19:47,8.7,Present
1449,79,2024-06-05,09:34,19:30,5.9,Present
1450,79,2024-06-06,09:13,18:47,9.0,Present
1451,79,2024-06-07,09:59,16:27,7.4,Present
1452,79,2024-06-10,,,,Absent
1453,287,2024-06-03,09:39,16:40,7.4,Present
1454,287,2024-06-04,09:24,18:35,7.9,Present
1455,287,2024-06-05,08:33,18:54,6.3,Present
1456,287,2024-06-06,09:51,16:13,8.3,Present
1457,287,2024-06-07,08:42,,,Half Day
1458,287,2024-06-10,09:08,19:25,4.9,Present
1459,190,2024-06-03,10:40,17:05,6.3,Present
1460,190,2024-06-04,10:21,19:26,6.3,Present
1461,190,2024-06-05,,,,On Leave
1462,190,2024-06-06,10:49,16:59,6.4,Present
1463,190,2024-06-07,10:31,17:59,7.9,Present
1464,190,2024-06-10,09:45,19:26,4.4,Present
1465,15,2024-06-03,10:27,19:22,7.5,Present
1466,15,2024-06-04,09:40,16:26,5.3,Present
1467,15,2024-06-05,08:25,,,Half Day
1468,15,2024-06-06,10:42,17:52,5.0,Present
1469,15,2024-06-07,10:45,,,Half Day
1470,15,2024-06-10,09:46,19:11,5.3,Present
1471,6,2024-06-03,08:29,19:17,6.7,Present
1472,6,2024-06-04,09:06,,,Half Day
1473,6,2024-06-05,10:40,16:01,6.9,Present
1474,6,2024-06-06,09:58,,,Half Day
1475,6,2024-06-07,10:51,16:35,5.2,Present
1476,6,2024-06-10,08:31,16:14,7.2,Present
1477,218,2024-06-03,09:25,19:30,4.0,Present
1478,218,2024-06-04,08:41,16:34,7.9,Present
1479,218,2024-06-05,10:12,19:03,6.0,Present
1480,218,2024-06-06,08:19,18:26,7.7,Present
1481,218,2024-06-07,08:53,17:00,8.7,Present
1482,218,2024-06-10,,,,Absent
1483,133,2024-06-03,09:33,19:13,6.8,Present
1484,133,2024-06-04,08:59,18:03,8.0,Present
1485,133,2024-06-05,08:59,19:04,6.0,Present
1486,133,2024-06-06,10:06,17:51,4.0,Present
1487,133,2024-06-07,09:33,18:12,6.9,Present
1488,133,2024-06-10,10:51,16:18,7.9,Present
1489,293,2024-06-03,10:35,16:20,8.2,Present
1490,293,2024-06-04,09:55,19:23,6.6,Present
1491,293,2024-06-05,,,,On Leave
1492,293,2024-06-06,08:10,18:48,6.9,Present
1493,293,2024-06-07,08:52,17:34,7.0,Present
1494,293,2024-06-10,09:36,17:21,7.3,Present
1495,159,2024-06-03,09:43,18:21,7.9,Present
1496,159,2024-06-04,10:56,16:21,8.3,Present
1497,159,2024-06-05,08:41,16:07,7.0,Present
1498,159,2024-06-06,08:25,16:49,5.4,Present
1499,159,2024-06-07,10:28,17:53,5.5,Present
1500,159,2024-06-10,09:27,17:27,5.1,Present
1501,222,2024-06-03,08:33,16:26,5.0,Present
1502,222,2024-06-04,10:27,17:56,4.4,Present
1503,222,2024-06-05,08:48,17:55,6.8,Present
1504,222,2024-06-06,10:40,17:25,6.9,Present
1505,222,2024-06-07,09:02,16:50,4.6,Present
1506,222,2024-06-10,10:15,18:13,4.6,Present
1507,233,2024-06-03,,,,Absent
1508,233,2024-06-04,08:12,18:25,4.9,Present
1509,233,2024-06-05,09:52,,,Half Day
1510,233,2024-06-06,09:28,16:49,8.0,Present
1511,233,2024-06-07,09:31,18:39,4.6,Present
1512,233,2024-06-10,10:34,19:00,5.9,Present
1513,224,2024-06-03,10:28,17:50,7.3,Present
1514,224,2024-06-04,08:09,18:23,6.0,Present
1515,224,2024-06-05,09:56,17:57,4.6,Present
1516,224,2024-06-06,,,,Absent
1517,224,2024-06-07,10:37,16:30,4.1,Present
1518,224,2024-06-10,10:36,19:02,6.7,Present
1519,241,2024-06-03,09:16,17:41,8.6,Present
1520,241,2024-06-04,,,,On Leave
1521,241,2024-06-05,08:17,18:41,8.7,Present
1522,241,2024-06-06,09:44,,,Half Day
1523,241,2024-06-07,09:56,19:13,5.2,Present
1524,241,2024-06-10,10:05,16:48,7.5,Present
1525,74,2024-06-03,08:43,17:13,4.3,Present
1526,74,2024-06-04,08:56,19:31,4.8,Present
1527,74,2024-06-05,09:14,16:34,4.4,Present
1528,74,2024-06-06,08:12,18:01,5.0,Present
1529,74,2024-06-07,08:02,19:09,6.5,Present
1530,74,2024-06-10,10:33,16:17,4.7,Present
1531,279,2024-06-03,10:21,,,Half Day
1532,279,2024-06-04,,,,Absent
1533,279,2024-06-05,10:04,,,Half Day
1534,279,2024-06-06,10:46,17:37,4.8,Present
1535,279,2024-06-07,,,,Absent
1536,279,2024-06-10,08:40,,,Half Day
1537,17,2024-06-03,10:22,19:14,5.0,Present
1538,17,2024-06-04,,,,Absent
1539,17,2024-06-05,09:24,19:59,8.6,Present
1540,17,2024-06-06,10:25,17:39,5.0,Present
1541,17,2024-06-07,,,,On Leave
1542,17,2024-06-10,08:30,16:15,8.5,Present
1543,193,2024-06-03,,,,On Leave
1544,193,2024-06-04,09:54,19:54,8.9,Present
1545,193,2024-06-05,10:21,16:33,6.6,Present
1546,193,2024-06-06,10:28,16:18,5.3,Present
1547,193,2024-06-07,09:49,18:16,4.8,Present
1548,193,2024-06-10,10:32,19:40,5.3,Present
1549,185,2024-06-03,10:17,17:54,6.7,Present
1550,185,2024-06-04,09:43,19:53,8.0,Present
1551,185,2024-06-05,09:47,17:00,8.4,Present
1552,185,2024-06-06,09:52,16:58,6.7,Present
1553,185,2024-06-07,09:23,17:36,5.1,Present
1554,185,2024-06-10,10:35,18:49,5.9,Present
1555,207,2024-06-03,09:50,16:01,8.3,Present
1556,207,2024-06-04,08:30,16:37,6.6,Present
1557,207,2024-06-05,09:48,18:18,7.7,Present
1558,207,2024-06-06,10:37,,,Half Day
1559,207,2024-06-07,09:40,,,Half Day
1560,207,2024-06-10,08:50,16:58,7.7,Present
1561,65,2024-06-03,09:14,18:28,8.0,Present
1562,65,2024-06-04,10:24,19:32,4.2,Present
1563,65,2024-06-05,09:41,16:22,7.2,Present
1564,65,2024-06-06,,,,Absent
1565,65,2024-06-07,09:50,17:37,4.9,Present
1566,65,2024-06-10,09:37,16:18,6.7,Present
1567,275,2024-06-03,09:20,17:06,7.3,Present
1568,275,2024-06-04,08:49,16:22,6.6,Present
1569,275,2024-06-05,10:25,18:51,5.9,Present
1570,275,2024-06-06,09:54,16:24,5.6,Present
1571,275,2024-06-07,09:06,19:57,6.8,Present
1572,275,2024-06-10,09:49,16:01,5.6,Present
1573,235,2024-06-03,08:26,17:54,5.4,Present
1574,235,2024-06-04,08:11,18:58,7.8,Present
1575,235,2024-06-05,09:34,19:21,8.2,Present
1576,235,2024-06-06,10:24,19:25,6.3,Present
1577,235,2024-06-07,08:14,17:55,4.5,Present
1578,235,2024-06-10,10:10,18:20,6.8,Present
1579,175,2024-06-03,09:30,18:57,5.3,Present
1580,175,2024-06-04,10:43,18:04,7.0,Present
1581,175,2024-06-05,08:44,17:30,7.7,Present
1582,175,2024-06-06,10:37,,,Half Day
1583,175,2024-06-07,10:09,17:31,4.5,Present
1584,175,2024-06-10,09:00,17:12,5.1,Present
1585,151,2024-06-03,08:17,19:45,9.0,Present
1586,151,2024-06-04,09:50,17:08,5.4,Present
1587,151,2024-06-05,09:59,18:34,7.7,Present
1588,151,2024-06-06,08:27,17:22,6.9,Present
1589,151,2024-06-07,10:53,,,Half Day
1590,151,2024-06-10,09:04,18:04,4.6,Present
1591,1,2024-06-03,09:28,19:53,4.6,Present
1592,1,2024-06-04,10:20,17:33,4.3,Present
1593,1,2024-06-05,08:41,19:32,7.8,Present
1594,1,2024-06-06,08:05,,,Half Day
1595,1,2024-06-07,10:04,17:35,5.2,Present
1596,1,2024-06-10,10:43,18:02,8.2,Present
1597,200,2024-06-03,10:52,16:42,6.6,Present
1598,200,2024-06-04,09:42,,,Half Day
1599,200,2024-06-05,10:34,19:18,7.2,Present
1600,200,2024-06-06,10:19,16:54,8.6,Present
1601,200,2024-06-07,09:49,18:10,8.2,Present
1602,200,2024-06-10,09:40,18:59,7.1,Present
1603,161,2024-06-03,09:59,19:42,5.7,Present
1604,161,2024-06-04,08:48,19:26,6.8,Present
1605,161,2024-06-05,09:41,17:48,7.0,Present
1606,161,2024-06-06,09:52,16:55,9.0,Present
1607,161,2024-06-07,08:31,17:12,8.0,Present
1608,161,2024-06-10,,,,On Leave
1609,286,2024-06-03,08:33,16:38,7.2,Present
1610,286,2024-06-04,10:36,16:49,8.8,Present
1611,286,2024-06-05,09:08,19:14,5.8,Present
1612,286,2024-06-06,10:08,16:20,6.4,Present
1613,286,2024-06-07,09:52,18:45,5.4,Present
1614,286,2024-06-10,08:36,19:05,8.0,Present
1615,270,2024-06-03,09:09,19:01,4.2,Present
1616,270,2024-06-04,09:10,18:27,9.0,Present
1617,270,2024-06-05,08:40,17:55,4.8,Present
1618,270,2024-06-06,09:18,17:29,6.1,Present
1619,270,2024-06-07,10:09,16:27,6.1,Present
1620,270,2024-06-10,09:58,19:56,7.2,Present
1621,68,2024-06-03,09:03,17:28,8.9,Present
1622,68,2024-06-04,08:52,16:36,8.5,Present
1623,68,2024-06-05,,,,On Leave
1624,68,2024-06-06,10:56,,,Half Day
1625,68,2024-06-07,09:14,17:21,7.9,Present
1626,68,2024-06-10,09:44,17:29,4.5,Present
1627,228,2024-06-03,10:49,16:53,7.4,Present
1628,228,2024-06-04,10:22,,,Half Day
1629,228,2024-06-05,10:41,,,Half Day
1630,228,2024-06-06,08:44,16:45,7.6,Present
1631,228,2024-06-07,,,,Absent
1632,228,2024-06-10,10:35,19:51,5.6,Present
1633,36,2024-06-03,08:23,16:33,7.2,Present
1634,36,2024-06-04,08:38,17:29,6.6,Present
1635,36,2024-06-05,10:29,16:36,5.8,Present
1636,36,2024-06-06,09:53,17:48,4.5,Present
1637,36,2024-06-07,,,,On Leave
1638,36,2024-06-10,,,,Absent
1639,295,2024-06-03,09:45,16:50,6.9,Present
1640,295,2024-06-04,09:41,18:57,6.2,Present
1641,295,2024-06-05,10:02,16:12,8.5,Present
1642,295,2024-06-06,10:59,,,Half Day
1643,295,2024-06-07,08:59,18:27,8.2,Present
1644,295,2024-06-10,08:09,19:40,5.5,Present
1645,31,2024-06-03,10:12,19:41,6.1,Present
1646,31,2024-06-04,08:46,,,Half Day
1647,31,2024-06-05,09:30,,,Half Day
1648,31,2024-06-06,08:09,19:43,4.1,Present
1649,31,2024-06-07,09:57,17:39,4.6,Present
1650,31,2024-06-10,08:57,17:24,4.7,Present
1651,261,2024-06-03,,,,On Leave
1652,261,2024-06-04,,,,On Leave
1653,261,2024-06-05,08:55,16:16,7.6,Present
1654,261,2024-06-06,,,,Absent
1655,261,2024-06-07,08:09,19:08,9.0,Present
1656,261,2024-06-10,10:01,17:07,6.9,Present
1657,284,2024-06-03,10:21,17:23,6.9,Present
1658,284,2024-06-04,09:59,17:43,6.1,Present
