metric_id,campaign_id,metric_date,impressions,clicks,conversions,revenue_attributed,ctr
967,47,2022-05-11,325940,2608,743,38046.56,0.0681
968,1,2024-03-26,227666,18445,234,15890.62,0.1494
969,39,2022-08-07,370406,768,885,8075.32,0.1071
970,8,2023-06-28,385001,943,899,29488.74,0.0478
971,35,2022-07-31,211247,16050,923,9704.22,0.0332
972,39,2024-07-22,1999,9584,628,41112.4,0.03
973,27,2023-05-01,97647,15583,481,2360.4,0.0614
974,38,2023-03-28,79446,16536,517,40328.85,0.0969
975,32,2023-12-01,463240,4499,324,23413.78,0.1303
976,35,2024-08-23,183292,5935,415,13298.18,0.0662
977,39,2024-10-14,483976,19413,503,36702.3,0.0215
978,20,2022-09-25,53488,15096,92,38224.75,0.0909
979,8,2024-04-30,276649,8750,728,30265.63,0.105
980,37,2022-12-17,449028,12396,223,46004.85,0.117
981,45,2023-08-25,343322,10269,835,30695.11,0.1393
982,21,2023-03-09,455403,15241,373,39264.79,0.0968
983,44,2023-07-09,296104,19931,56,13777.1,0.0952
984,46,2022-09-02,400680,2175,727,12761.89,0.1343
985,6,2022-01-14,290604,17515,947,23203.71,0.097
986,25,2022-02-05,185071,10084,460,4857.09,0.0745
987,38,2022-09-17,457142,12331,844,34598.83,0.0644
988,38,2024-02-05,403067,16690,72,32475.56,0.0308
989,31,2022-01-09,100981,19001,274,24757.9,0.034
990,7,2023-01-15,395003,10799,846,13987.97,0.1479
991,3,2024-10-11,184863,3139,301,28267.79,0.1198
992,27,2024-10-11,163414,1977,58,47421.36,0.0804
993,32,2023-05-28,384358,3137,425,39658.87,0.1388
994,16,2022-07-04,307109,17147,368,2264.11,0.0412
995,31,2024-12-24,294916,4614,871,16921.65,0.0584
996,27,2022-08-03,98025,17724,643,46755.29,0.114
997,20,2022-04-11,441313,17062,152,27741.24,0.1008
998,47,2022-09-29,232619,9510,904,48108.27,0.0573
999,32,2022-04-05,280259,17247,456,1683.84,0.1476
1000,37,2022-06-17,339397,13349,680,1169.05,0.1056
