payroll_id,employee_id,pay_period,gross_salary,deductions,net_salary,payment_date
902,232,2024-02,15240.62,3270.9,11969.72,2024-02-28
903,232,2024-03,9520.13,2850.25,6669.88,2024-03-28
904,232,2024-04,3401.17,844.09,2557.08,2024-04-28
905,232,2024-05,16654.05,4550.51,12103.54,2024-05-28
906,232,2024-06,6119.35,1864.75,4254.6,2024-06-28
907,29,2024-01,5243.8,1370.77,3873.03,2024-01-28
908,29,2024-02,7078.11,2036.92,5041.19,2024-02-28
909,29,2024-03,13038.65,2719.4,10319.25,2024-03-28
910,29,2024-04,14842.4,4474.64,10367.76,2024-04-28
911,29,2024-05,15357.39,4476.04,10881.35,2024-05-28
912,29,2024-06,3967.26,1071.96,2895.3,2024-06-28
913,103,2024-01,7916.19,2365.33,5550.86,2024-01-28
914,103,2024-02,12781.24,2914.96,9866.28,2024-02-28
915,103,2024-03,11936.98,4028.32,7908.66,2024-03-28
916,103,2024-04,12227.08,3785.37,8441.71,2024-04-28
917,103,2024-05,4438.18,1106.19,3331.99,2024-05-28
918,103,2024-06,6948.89,1954.11,4994.78,2024-06-28
919,48,2024-01,15143.91,4306.38,10837.53,2024-01-28
920,48,2024-02,12239.64,2670.06,9569.58,2024-02-28
921,48,2024-03,12395.02,3433.4,8961.62,2024-03-28
922,48,2024-04,8057.81,2235.34,5822.47,2024-04-28
923,48,2024-05,11040.51,3009.06,8031.45,2024-05-28
924,48,2024-06,11803.57,2436.72,9366.85,2024-06-28
925,108,2024-01,3661.67,1209.5,2452.17,2024-01-28
926,108,2024-02,9313.32,2634.68,6678.64,2024-02-28
927,108,2024-03,14697.91,5078.48,9619.43,2024-03-28
928,108,2024-04,8198.92,2303.98,5894.94,2024-04-28
929,108,2024-05,3331.78,1108.79,2222.99,2024-05-28
930,108,2024-06,12851.79,4473.63,8378.16,2024-06-28
931,282,2024-01,15423.5,4374.37,11049.13,2024-01-28
932,282,2024-02,12930.05,3275.49,9654.56,2024-02-28
933,282,2024-03,15032.49,3187.64,11844.85,2024-03-28
934,282,2024-04,16551.64,4018.47,12533.17,2024-04-28
935,282,2024-05,6154.82,1935.1,4219.72,2024-05-28
936,282,2024-06,12965.78,3219.01,9746.77,2024-06-28
937,84,2024-01,7822.65,1736.85,6085.8,2024-01-28
938,84,2024-02,16614.49,3644.01,12970.48,2024-02-28
939,84,2024-03,8157.65,2634.04,5523.61,2024-03-28
940,84,2024-04,13462.49,3446.96,10015.53,2024-04-28
941,84,2024-05,12544.69,3450.2,9094.49,2024-05-28
942,84,2024-06,13533.04,3817.48,9715.56,2024-06-28
943,210,2024-01,9365.21,2715.62,6649.59,2024-01-28
944,210,2024-02,3198.94,689.66,2509.28,2024-02-28
945,210,2024-03,13418.43,3815.11,9603.32,2024-03-28
946,210,2024-04,4915.71,1138.77,3776.94,2024-04-28
947,210,2024-05,15857.83,3821.42,12036.41,2024-05-28
948,210,2024-06,5808.49,1702.48,4106.01,2024-06-28
949,165,2024-01,17718.37,4302.31,13416.06,2024-01-28
950,165,2024-02,10252.45,2107.65,8144.8,2024-02-28
951,165,2024-03,5031.3,1693.94,3337.36,2024-03-28
952,165,2024-04,4741.34,1440.86,3300.48,2024-04-28
953,165,2024-05,8897.2,2648.09,6249.11,2024-05-28
954,165,2024-06,16562.21,4078.28,12483.93,2024-06-28
955,253,2024-01,7039.73,1856.7,5183.03,2024-01-28
956,253,2024-02,12322.4,3129.04,9193.36,2024-02-28
957,253,2024-03,17426.63,5286.62,12140.01,2024-03-28
958,253,2024-04,16463.09,5361.13,11101.96,2024-04-28
959,253,2024-05,10989.87,2996.49,7993.38,2024-05-28
960,253,2024-06,9871.18,2333.77,7537.41,2024-06-28
961,70,2024-01,16468.59,3428.0,13040.59,2024-01-28
962,70,2024-02,13292.96,3082.55,10210.41,2024-02-28
963,70,2024-03,9592.04,2881.49,6710.55,2024-03-28
964,70,2024-04,12048.28,4117.0,7931.28,2024-04-28
965,70,2024-05,4417.36,1403.22,3014.14,2024-05-28
966,70,2024-06,3851.8,1184.11,2667.69,2024-06-28
967,97,2024-01,15442.85,3667.32,11775.53,2024-01-28
968,97,2024-02,12614.16,3104.46,9509.7,2024-02-28
969,97,2024-03,14554.82,3086.72,11468.1,2024-03-28
970,97,2024-04,3215.38,770.48,2444.9,2024-04-28
971,97,2024-05,14623.32,3024.6,11598.72,2024-05-28
972,97,2024-06,5309.73,1217.06,4092.67,2024-06-28
973,31,2024-01,7740.47,2555.84,5184.63,2024-01-28
974,31,2024-02,10150.99,2554.36,7596.63,2024-02-28
975,31,2024-03,6737.89,2342.18,4395.71,2024-03-28
976,31,2024-04,15391.96,5370.23,10021.73,2024-04-28
977,31,2024-05,14619.5,4570.58,10048.92,2024-05-28
978,31,2024-06,16961.42,5552.25,11409.17,2024-06-28
979,125,2024-01,8672.19,2980.05,5692.14,2024-01-28
980,125,2024-02,8398.79,2129.8,6268.99,2024-02-28
981,125,2024-03,5081.74,1404.28,3677.46,2024-03-28
982,125,2024-04,11361.73,3875.59,7486.14,2024-04-28
983,125,2024-05,16152.02,4102.83,12049.19,2024-05-28
984,125,2024-06,13870.77,3660.91,10209.86,2024-06-28
985,252,2024-01,8767.73,3049.98,5717.75,2024-01-28
986,252,2024-02,10514.46,2931.13,7583.33,2024-02-28
987,252,2024-03,12867.64,3171.64,9696.0,2024-03-28
988,252,2024-04,17598.17,4768.16,12830.01,2024-04-28
989,252,2024-05,6362.46,1321.42,5041.04,2024-05-28
990,252,2024-06,5636.28,1425.15,4211.13,2024-06-28
991,269,2024-01,9078.14,2176.51,6901.63,2024-01-28
992,269,2024-02,15727.65,3708.58,12019.07,2024-02-28
993,269,2024-03,9670.86,2673.58,6997.28,2024-03-28
994,269,2024-04,5043.47,1209.55,3833.92,2024-04-28
995,269,2024-05,12400.16,3426.27,8973.89,2024-05-28
996,269,2024-06,7317.42,1470.13,5847.29,2024-06-28
997,151,2024-01,15273.89,4634.33,10639.56,2024-01-28
998,151,2024-02,7670.52,1574.63,6095.89,2024-02-28
999,151,2024-03,12995.38,3350.8,9644.58,2024-03-28
1000,151,2024-04,14477.26,3942.99,10534.27,2024-04-28
1001,151,2024-05,9410.99,3166.11,6244.88,2024-05-28
1002,151,2024-06,12731.4,4174.79,8556.61,2024-06-28
1003,179,2024-01,10838.63,3127.82,7710.81,2024-01-28
1004,179,2024-02,12724.99,2922.59,9802.4,2024-02-28
1005,179,2024-03,12674.07,4161.22,8512.85,2024-03-28
1006,179,2024-04,8459.58,2474.65,5984.93,2024-04-28
1007,179,2024-05,7885.39,1907.57,5977.82,2024-05-28
1008,179,2024-06,5672.47,1580.77,4091.7,2024-06-28
1009,87,2024-01,4547.89,1039.84,3508.05,2024-01-28
1010,87,2024-02,16267.54,4833.95,11433.59,2024-02-28
1011,87,2024-03,7332.16,2143.92,5188.24,2024-03-28
1012,87,2024-04,12218.17,3996.22,8221.95,2024-04-28
1013,87,2024-05,16356.2,5034.77,11321.43,2024-05-28
1014,87,2024-06,4214.71,846.61,3368.1,2024-06-28
1015,26,2024-01,4619.17,1404.37,3214.8,2024-01-28
1016,26,2024-02,9622.3,3055.72,6566.58,2024-02-28
1017,26,2024-03,7417.68,2393.6,5024.08,2024-03-28
1018,26,2024-04,8685.28,2818.14,5867.14,2024-04-28
1019,26,2024-05,11182.56,3867.08,7315.48,2024-05-28
1020,26,2024-06,15991.03,4444.95,11546.08,2024-06-28
1021,152,2024-01,12054.22,3203.69,8850.53,2024-01-28
1022,152,2024-02,17921.55,4184.73,13736.82,2024-02-28
1023,152,2024-03,9234.39,2912.97,6321.42,2024-03-28
1024,152,2024-04,10054.93,3517.44,6537.49,2024-04-28
1025,152,2024-05,6082.41,1796.62,4285.79,2024-05-28
1026,152,2024-06,14633.24,3783.65,10849.59,2024-06-28
1027,57,2024-01,17227.42,4823.37,12404.05,2024-01-28
1028,57,2024-02,6183.52,1705.7,4477.82,2024-02-28
1029,57,2024-03,4222.43,1244.68,2977.75,2024-03-28
1030,57,2024-04,4360.22,1475.4,2884.82,2024-04-28
1031,57,2024-05,12979.54,4163.53,8816.01,2024-05-28
1032,57,2024-06,8746.49,3018.74,5727.75,2024-06-28
1033,33,2024-01,7745.85,2332.15,5413.7,2024-01-28
1034,33,2024-02,11095.0,2533.63,8561.37,2024-02-28
1035,33,2024-03,14841.23,3890.46,10950.77,2024-03-28
1036,33,2024-04,7771.01,2400.04,5370.97,2024-04-28
1037,33,2024-05,16577.82,4427.17,12150.65,2024-05-28
1038,33,2024-06,11465.78,2355.55,9110.23,2024-06-28
1039,267,2024-01,14821.89,4875.38,9946.51,2024-01-28
1040,267,2024-02,5905.73,1238.54,4667.19,2024-02-28
1041,267,2024-03,17892.42,3631.73,14260.69,2024-03-28
1042,267,2024-04,7778.33,2542.61,5235.72,2024-04-28
1043,267,2024-05,7487.88,1654.76,5833.12,2024-05-28
1044,267,2024-06,12423.26,3975.07,8448.19,2024-06-28
1045,76,2024-01,14287.5,3504.71,10782.79,2024-01-28
1046,76,2024-02,8040.16,2051.07,5989.09,2024-02-28
1047,76,2024-03,14437.76,4928.56,9509.2,2024-03-28
1048,76,2024-04,9351.89,2320.67,7031.22,2024-04-28
1049,76,2024-05,11479.19,3742.17,7737.02,2024-05-28
1050,76,2024-06,12605.75,3307.3,9298.45,2024-06-28
1051,51,2024-01,4357.01,894.11,3462.9,2024-01-28
1052,51,2024-02,10776.44,2884.35,7892.09,2024-02-28
1053,51,2024-03,6145.57,1949.34,4196.23,2024-03-28
1054,51,2024-04,13423.86,3171.59,10252.27,2024-04-28
1055,51,2024-05,11722.82,2884.49,8838.33,2024-05-28
1056,51,2024-06,5565.74,1310.13,4255.61,2024-06-28
1057,129,2024-01,14153.54,3386.22,10767.32,2024-01-28
1058,129,2024-02,11745.02,2652.78,9092.24,2024-02-28
1059,129,2024-03,5646.62,1442.53,4204.09,2024-03-28
1060,129,2024-04,10744.98,3703.72,7041.26,2024-04-28
1061,129,2024-05,5716.87,1441.39,4275.48,2024-05-28
1062,129,2024-06,15550.43,3291.0,12259.43,2024-06-28
1063,131,2024-01,4524.36,1164.94,3359.42,2024-01-28
1064,131,2024-02,5687.09,1734.1,3952.99,2024-02-28
1065,131,2024-03,7049.87,1629.57,5420.3,2024-03-28
1066,131,2024-04,4540.26,1441.51,3098.75,2024-04-28
1067,131,2024-05,11953.94,3313.02,8640.92,2024-05-28
1068,131,2024-06,9174.82,2019.1,7155.72,2024-06-28
1069,187,2024-01,13512.51,3014.35,10498.16,2024-01-28
1070,187,2024-02,4494.51,1071.78,3422.73,2024-02-28
1071,187,2024-03,16541.64,3390.95,13150.69,2024-03-28
1072,187,2024-04,10869.95,2295.08,8574.87,2024-04-28
1073,187,2024-05,17434.37,3494.4,13939.97,2024-05-28
1074,187,2024-06,12469.83,3400.39,9069.44,2024-06-28
1075,111,2024-01,6486.24,1585.97,4900.27,2024-01-28
1076,111,2024-02,6117.58,1480.3,4637.28,2024-02-28
1077,111,2024-03,9226.78,2096.5,7130.28,2024-03-28
1078,111,2024-04,17996.41,5992.56,12003.85,2024-04-28
1079,111,2024-05,8630.42,2969.02,5661.4,2024-05-28
1080,111,2024-06,6684.58,1704.54,4980.04,2024-06-28
1081,121,2024-01,7165.98,2196.75,4969.23,2024-01-28
1082,121,2024-02,12574.76,3632.38,8942.38,2024-02-28
1083,121,2024-03,11209.24,3826.73,7382.51,2024-03-28
1084,121,2024-04,3565.94,804.68,2761.26,2024-04-28
1085,121,2024-05,5261.21,1336.34,3924.87,2024-05-28
1086,121,2024-06,13830.86,2949.03,10881.83,2024-06-28
1087,195,2024-01,13170.14,4523.76,8646.38,2024-01-28
1088,195,2024-02,6416.45,1621.12,4795.33,2024-02-28
1089,195,2024-03,16087.33,4363.32,11724.01,2024-03-28
1090,195,2024-04,12744.31,3826.89,8917.42,2024-04-28
1091,195,2024-05,16844.83,4293.38,12551.45,2024-05-28
1092,195,2024-06,6948.57,2165.63,4782.94,2024-06-28
1093,234,2024-01,12886.62,3613.38,9273.24,2024-01-28
1094,234,2024-02,5542.08,1151.06,4391.02,2024-02-28
1095,234,2024-03,16254.35,3596.38,12657.97,2024-03-28
1096,234,2024-04,13836.34,3277.45,10558.89,2024-04-28
1097,234,2024-05,7309.57,1977.88,5331.69,2024-05-28
1098,234,2024-06,16158.69,3853.37,12305.32,2024-06-28
1099,106,2024-01,16373.73,5552.99,10820.74,2024-01-28
1100,106,2024-02,16992.06,5444.51,11547.55,2024-02-28
1101,106,2024-03,16448.78,3401.92,13046.86,2024-03-28
1102,106,2024-04,9084.09,1921.55,7162.54,2024-04-28
1103,106,2024-05,4738.86,1108.2,3630.66,2024-05-28
1104,106,2024-06,3255.06,781.06,2474.0,2024-06-28
1105,201,2024-01,12840.35,4326.06,8514.29,2024-01-28
1106,201,2024-02,5028.07,1279.99,3748.08,2024-02-28
1107,201,2024-03,12518.39,2872.32,9646.07,2024-03-28
1108,201,2024-04,3772.56,1032.82,2739.74,2024-04-28
1109,201,2024-05,14280.14,3753.17,10526.97,2024-05-28
1110,201,2024-06,14920.63,5177.93,9742.7,2024-06-28
1111,133,2024-01,12969.43,3019.8,9949.63,2024-01-28
1112,133,2024-02,8489.75,2153.48,6336.27,2024-02-28
1113,133,2024-03,6597.92,1686.4,4911.52,2024-03-28
1114,133,2024-04,11322.22,3157.45,8164.77,2024-04-28
1115,133,2024-05,5307.61,1269.02,4038.59,2024-05-28
1116,133,2024-06,6148.43,1749.69,4398.74,2024-06-28
1117,38,2024-01,9581.4,2677.82,6903.58,2024-01-28
1118,38,2024-02,8843.23,2512.2,6331.03,2024-02-28
1119,38,2024-03,3656.93,920.76,2736.17,2024-03-28
1120,38,2024-04,8393.59,2574.45,5819.14,2024-04-28
1121,38,2024-05,6127.51,2019.18,4108.33,2024-05-28
1122,38,2024-06,6036.58,1682.36,4354.22,2024-06-28
1123,1,2024-01,9912.74,3430.19,6482.55,2024-01-28
1124,1,2024-02,17541.79,4576.8,12964.99,2024-02-28
1125,1,2024-03,8824.7,2530.05,6294.65,2024-03-28
1126,1,2024-04,7334.11,1801.24,5532.87,2024-04-28
1127,1,2024-05,9839.27,3309.47,6529.8,2024-05-28
1128,1,2024-06,3393.39,910.27,2483.12,2024-06-28
1129,182,2024-01,7719.54,1929.67,5789.87,2024-01-28
1130,182,2024-02,13191.12,3413.23,9777.89,2024-02-28
1131,182,2024-03,14726.54,4084.75,10641.79,2024-03-28
1132,182,2024-04,14479.93,4272.67,10207.26,2024-04-28
1133,182,2024-05,14214.02,4219.13,9994.89,2024-05-28
1134,182,2024-06,7846.12,2667.66,5178.46,2024-06-28
1135,272,2024-01,16012.75,4395.91,11616.84,2024-01-28
1136,272,2024-02,14836.86,4551.4,10285.46,2024-02-28
1137,272,2024-03,4996.04,1150.55,3845.49,2024-03-28
1138,272,2024-04,7342.1,1514.82,5827.28,2024-04-28
1139,272,2024-05,6603.47,1381.37,5222.1,2024-05-28
1140,272,2024-06,6586.18,1380.54,5205.64,2024-06-28
1141,12,2024-01,4575.58,940.63,3634.95,2024-01-28
1142,12,2024-02,9443.79,2687.28,6756.51,2024-02-28
1143,12,2024-03,15571.92,3349.67,12222.25,2024-03-28
1144,12,2024-04,15716.16,4043.3,11672.86,2024-04-28
1145,12,2024-05,6632.7,1915.26,4717.44,2024-05-28
1146,12,2024-06,14426.61,4609.96,9816.65,2024-06-28
1147,239,2024-01,4363.66,1069.9,3293.76,2024-01-28
1148,239,2024-02,13781.11,4478.91,9302.2,2024-02-28
1149,239,2024-03,17638.69,3935.16,13703.53,2024-03-28
1150,239,2024-04,8968.43,1973.38,6995.05,2024-04-28
1151,239,2024-05,5166.21,1155.46,4010.75,2024-05-28
1152,239,2024-06,9167.36,3010.9,6156.46,2024-06-28
1153,219,2024-01,17577.79,3833.58,13744.21,2024-01-28
1154,219,2024-02,3029.68,956.53,2073.15,2024-02-28
1155,219,2024-03,12540.23,4257.21,8283.02,2024-03-28
1156,219,2024-04,7469.2,1657.02,5812.18,2024-04-28
1157,219,2024-05,14073.65,3144.47,10929.18,2024-05-28
1158,219,2024-06,7308.66,1486.24,5822.42,2024-06-28
1159,123,2024-01,6471.61,1421.98,5049.63,2024-01-28
1160,123,2024-02,13536.88,2737.99,10798.89,2024-02-28
1161,123,2024-03,4447.64,975.87,3471.77,2024-03-28
1162,123,2024-04,10896.4,3165.85,7730.55,2024-04-28
1163,123,2024-05,11168.6,3359.65,7808.95,2024-05-28
1164,123,2024-06,6971.36,1640.84,5330.52,2024-06-28
1165,268,2024-01,3920.58,1128.77,2791.81,2024-01-28
1166,268,2024-02,10324.61,2213.41,8111.2,2024-02-28
1167,268,2024-03,16980.33,4250.98,12729.35,2024-03-28
1168,268,2024-04,14383.99,4180.35,10203.64,2024-04-28
1169,268,2024-05,17597.66,3827.25,13770.41,2024-05-28
1170,268,2024-06,17114.72,5983.53,11131.19,2024-06-28
1171,163,2024-01,5756.9,1393.76,4363.14,2024-01-28
1172,163,2024-02,14047.72,3904.1,10143.62,2024-02-28
1173,163,2024-03,9118.48,2491.43,6627.05,2024-03-28
1174,163,2024-04,8637.76,1800.12,6837.64,2024-04-28
1175,163,2024-05,14514.36,4543.61,9970.75,2024-05-28
1176,163,2024-06,16473.68,4767.68,11706.0,2024-06-28
1177,247,2024-01,9814.6,2816.82,6997.78,2024-01-28
1178,247,2024-02,8443.52,2164.87,6278.65,2024-02-28
1179,247,2024-03,16576.58,3323.96,13252.62,2024-03-28
1180,247,2024-04,5838.29,1729.83,4108.46,2024-04-28
1181,247,2024-05,3596.15,748.23,2847.92,2024-05-28
1182,247,2024-06,6689.76,2271.06,4418.7,2024-06-28
1183,88,2024-01,8650.77,1897.37,6753.4,2024-01-28
1184,88,2024-02,17226.22,5796.36,11429.86,2024-02-28
1185,88,2024-03,13819.81,3457.08,10362.73,2024-03-28
1186,88,2024-04,10048.25,3100.94,6947.31,2024-04-28
1187,88,2024-05,9320.95,2549.12,6771.83,2024-05-28
1188,88,2024-06,16987.81,5386.97,11600.84,2024-06-28
1189,275,2024-01,9439.82,2720.13,6719.69,2024-01-28
1190,275,2024-02,7372.18,2371.98,5000.2,2024-02-28
1191,275,2024-03,13027.66,3723.67,9303.99,2024-03-28
1192,275,2024-04,13615.4,4489.59,9125.81,2024-04-28
1193,275,2024-05,5932.24,1832.72,4099.52,2024-05-28
1194,275,2024-06,5734.57,1405.59,4328.98,2024-06-28
1195,116,2024-01,17195.17,3841.92,13353.25,2024-01-28
1196,116,2024-02,7190.45,1617.32,5573.13,2024-02-28
1197,116,2024-03,5399.68,1230.65,4169.03,2024-03-28
1198,116,2024-04,5409.22,1511.94,3897.28,2024-04-28
1199,116,2024-05,6346.31,1766.22,4580.09,2024-05-28
1200,116,2024-06,14795.52,3395.98,11399.54,2024-06-28
1201,281,2024-01,17082.16,4250.29,12831.87,2024-01-28
1202,281,2024-02,13828.06,3216.69,10611.37,2024-02-28
1203,281,2024-03,12020.81,2454.56,9566.25,2024-03-28
1204,281,2024-04,5168.22,1562.07,3606.15,2024-04-28
1205,281,2024-05,14571.16,4797.84,9773.32,2024-05-28
1206,281,2024-06,7369.02,2564.54,4804.48,2024-06-28
1207,138,2024-01,15772.22,5230.34,10541.88,2024-01-28
1208,138,2024-02,13311.59,4656.4,8655.19,2024-02-28
1209,138,2024-03,7489.42,1690.85,5798.57,2024-03-28
1210,138,2024-04,8075.91,1809.49,6266.42,2024-04-28
1211,138,2024-05,11853.94,2646.12,9207.82,2024-05-28
1212,138,2024-06,15164.59,3915.2,11249.39,2024-06-28
1213,99,2024-01,13130.26,3654.94,9475.32,2024-01-28
1214,99,2024-02,15362.16,4379.67,10982.49,2024-02-28
1215,99,2024-03,11629.23,2721.29,8907.94,2024-03-28
1216,99,2024-04,16117.25,4780.65,11336.6,2024-04-28
1217,99,2024-05,3519.08,922.87,2596.21,2024-05-28
1218,99,2024-06,5344.02,1842.69,3501.33,2024-06-28
1219,105,2024-01,13373.51,3069.12,10304.39,2024-01-28
1220,105,2024-02,17316.83,4186.35,13130.48,2024-02-28
1221,105,2024-03,8286.22,1901.79,6384.43,2024-03-28
1222,105,2024-04,8130.09,2624.8,5505.29,2024-04-28
1223,105,2024-05,13911.11,4721.11,9190.0,2024-05-28
1224,105,2024-06,6514.35,2002.2,4512.15,2024-06-28
1225,150,2024-01,9701.7,2877.43,6824.27,2024-01-28
1226,150,2024-02,11737.66,3734.51,8003.15,2024-02-28
1227,150,2024-03,4195.3,1408.98,2786.32,2024-03-28
1228,150,2024-04,16893.38,3433.49,13459.89,2024-04-28
1229,150,2024-05,6634.64,1359.04,5275.6,2024-05-28
1230,150,2024-06,12585.12,3022.88,9562.24,2024-06-28
1231,149,2024-01,11420.89,2903.32,8517.57,2024-01-28
1232,149,2024-02,8183.49,2261.22,5922.27,2024-02-28
1233,149,2024-03,17869.49,4499.62,13369.87,2024-03-28
1234,149,2024-04,16636.91,3649.58,12987.33,2024-04-28
1235,149,2024-05,5728.56,1745.61,3982.95,2024-05-28
1236,149,2024-06,5866.32,1178.26,4688.06,2024-06-28
1237,197,2024-01,3067.18,807.3,2259.88,2024-01-28
1238,197,2024-02,16327.22,4630.94,11696.28,2024-02-28
1239,197,2024-03,12045.07,2957.37,9087.7,2024-03-28
1240,197,2024-04,15387.05,3986.36,11400.69,2024-04-28
1241,197,2024-05,9845.71,2657.92,7187.79,2024-05-28
1242,197,2024-06,12451.6,3144.18,9307.42,2024-06-28
1243,95,2024-01,14147.32,3037.37,11109.95,2024-01-28
1244,95,2024-02,11215.68,3487.99,7727.69,2024-02-28
1245,95,2024-03,17312.09,4451.35,12860.74,2024-03-28
1246,95,2024-04,8445.87,2393.56,6052.31,2024-04-28
1247,95,2024-05,14566.61,4161.77,10404.84,2024-05-28
1248,95,2024-06,12968.58,2864.89,10103.69,2024-06-28
1249,85,2024-01,15666.64,5164.95,10501.69,2024-01-28
1250,85,2024-02,12908.83,4026.81,8882.02,2024-02-28
1251,85,2024-03,7994.1,1754.93,6239.17,2024-03-28
1252,85,2024-04,13247.57,4244.88,9002.69,2024-04-28
1253,85,2024-05,12527.1,3833.53,8693.57,2024-05-28
1254,85,2024-06,16384.66,3530.82,12853.84,2024-06-28
1255,257,2024-01,4658.57,1398.46,3260.11,2024-01-28
1256,257,2024-02,16382.38,5424.81,10957.57,2024-02-28
1257,257,2024-03,8326.3,2177.93,6148.37,2024-03-28
1258,257,2024-04,12800.16,4438.69,8361.47,2024-04-28
1259,257,2024-05,5142.52,1537.39,3605.13,2024-05-28
1260,257,2024-06,9685.46,3239.32,6446.14,2024-06-28
1261,206,2024-01,10611.0,3373.16,7237.84,2024-01-28
1262,206,2024-02,17003.92,5511.15,11492.77,2024-02-28
1263,206,2024-03,17244.97,5360.52,11884.45,2024-03-28
1264,206,2024-04,11526.36,2827.79,8698.57,2024-04-28
1265,206,2024-05,3531.04,812.34,2718.7,2024-05-28
1266,206,2024-06,15322.42,3456.41,11866.01,2024-06-28
1267,238,2024-01,7335.92,2309.72,5026.2,2024-01-28
1268,238,2024-02,14395.93,4991.96,9403.97,2024-02-28
1269,238,2024-03,5338.24,1412.1,3926.14,2024-03-28
1270,238,2024-04,7059.81,2181.27,4878.54,2024-04-28
1271,238,2024-05,6373.82,2210.11,4163.71,2024-05-28
1272,238,2024-06,12508.83,3055.15,9453.68,2024-06-28
1273,293,2024-01,6309.84,2083.96,4225.88,2024-01-28
1274,293,2024-02,13432.33,4511.28,8921.05,2024-02-28
1275,293,2024-03,15616.83,5453.9,10162.93,2024-03-28
1276,293,2024-04,6116.3,1288.58,4827.72,2024-04-28
1277,293,2024-05,5240.36,1709.84,3530.52,2024-05-28
1278,293,2024-06,6997.37,2233.79,4763.58,2024-06-28
1279,209,2024-01,3645.16,764.55,2880.61,2024-01-28
1280,209,2024-02,13137.33,4471.71,8665.62,2024-02-28
1281,209,2024-03,11002.45,3274.13,7728.32,2024-03-28
1282,209,2024-04,3452.44,1163.65,2288.79,2024-04-28
1283,209,2024-05,14057.34,3319.16,10738.18,2024-05-28
1284,209,2024-06,17520.99,3709.27,13811.72,2024-06-28
1285,289,2024-01,17813.16,3999.59,13813.57,2024-01-28
1286,289,2024-02,8451.76,2625.49,5826.27,2024-02-28
1287,289,2024-03,14569.99,3516.4,11053.59,2024-03-28
1288,289,2024-04,9663.24,2567.56,7095.68,2024-04-28
1289,289,2024-05,9953.14,2639.87,7313.27,2024-05-28
1290,289,2024-06,12757.89,3829.89,8928.0,2024-06-28
1291,78,2024-01,7357.08,1651.66,5705.42,2024-01-28
1292,78,2024-02,9203.66,3133.57,6070.09,2024-02-28
1293,78,2024-03,6491.35,1752.68,4738.67,2024-03-28
1294,78,2024-04,12885.68,2634.95,10250.73,2024-04-28
1295,78,2024-05,10863.01,3369.5,7493.51,2024-05-28
1296,78,2024-06,13976.05,4332.22,9643.83,2024-06-28
1297,161,2024-01,4637.05,1132.13,3504.92,2024-01-28
1298,161,2024-02,15589.64,3796.06,11793.58,2024-02-28
1299,161,2024-03,14570.58,3726.98,10843.6,2024-03-28
1300,161,2024-04,12090.02,2957.18,9132.84,2024-04-28
1301,161,2024-05,4932.66,1069.75,3862.91,2024-05-28
1302,161,2024-06,10639.01,2618.35,8020.66,2024-06-28
1303,119,2024-01,11796.18,2394.18,9402.0,2024-01-28
1304,119,2024-02,7191.98,2068.6,5123.38,2024-02-28
1305,119,2024-03,15399.39,4599.55,10799.84,2024-03-28
1306,119,2024-04,14689.09,3073.83,11615.26,2024-04-28
1307,119,2024-05,5543.23,1268.58,4274.65,2024-05-28
1308,119,2024-06,4070.8,1327.05,2743.75,2024-06-28
1309,166,2024-01,7401.57,2113.17,5288.4,2024-01-28
1310,166,2024-02,17987.89,4361.78,13626.11,2024-02-28
1311,166,2024-03,12014.24,2432.18,9582.06,2024-03-28
1312,166,2024-04,17364.27,4226.02,13138.25,2024-04-28
1313,166,2024-05,16322.64,3474.11,12848.53,2024-05-28
1314,166,2024-06,4100.77,1102.14,2998.63,2024-06-28
1315,65,2024-01,13068.68,3151.83,9916.85,2024-01-28
1316,65,2024-02,17516.47,3700.46,13816.01,2024-02-28
1317,65,2024-03,15010.72,3836.29,11174.43,2024-03-28
1318,65,2024-04,3139.99,669.52,2470.47,2024-04-28
1319,65,2024-05,13919.1,3856.07,10063.03,2024-05-28
1320,65,2024-06,11244.51,2314.51,8930.0,2024-06-28
1321,217,2024-01,9228.84,2912.76,6316.08,2024-01-28
1322,217,2024-02,9673.08,3109.69,6563.39,2024-02-28
1323,217,2024-03,12712.24,3052.1,9660.14,2024-03-28
1324,217,2024-04,6973.18,1633.06,5340.12,2024-04-28
1325,217,2024-05,17058.5,4261.55,12796.95,2024-05-28
1326,217,2024-06,3315.29,837.7,2477.59,2024-06-28
1327,176,2024-01,6987.52,1535.43,5452.09,2024-01-28
1328,176,2024-02,9867.41,2050.08,7817.33,2024-02-28
1329,176,2024-03,5341.22,1342.86,3998.36,2024-03-28
1330,176,2024-04,6455.01,1666.96,4788.05,2024-04-28
1331,176,2024-05,4570.76,1143.8,3426.96,2024-05-28
1332,176,2024-06,4762.23,1600.5,3161.73,2024-06-28
1333,207,2024-01,9516.39,3138.06,6378.33,2024-01-28
1334,207,2024-02,10063.24,2157.88,7905.36,2024-02-28
1335,207,2024-03,6117.09,1562.72,4554.37,2024-03-28
1336,207,2024-04,5892.12,1277.29,4614.83,2024-04-28
1337,207,2024-05,8893.3,2641.96,6251.34,2024-05-28
1338,207,2024-06,9327.92,2321.18,7006.74,2024-06-28
1339,178,2024-01,12477.06,4280.46,8196.6,2024-01-28
1340,178,2024-02,16098.98,3670.83,12428.15,2024-02-28
1341,178,2024-03,7763.95,1803.7,5960.25,2024-03-28
