alert_id,alert_type,source,severity,message,triggered_at,acknowledged_at,status,asset_id
468,Policy Violation,DLP,Medium,Agency sure lose detail.,2024-06-11 22:15:00,2024-12-02 08:33:00,Closed,59
469,Malware,SIEM,Medium,Contain himself worry star way far prove.,2024-01-24 06:37:00,2024-12-25 16:45:00,New,9
470,Data Exfiltration,DLP,High,Realize office hospital past.,2024-10-03 14:16:00,,Investigating,33
471,Policy Violation,IDS,Low,Dog newspaper natural right.,2024-01-21 14:15:00,2024-12-03 20:23:00,Investigating,17
472,Intrusion Detection,IDS,Low,Agree ability type word.,2024-03-05 18:16:00,2024-07-08 03:12:00,Closed,77
473,Policy Violation,DLP,High,Question few final support man center.,2024-11-22 21:33:00,2025-01-21 15:56:00,Closed,87
474,Intrusion Detection,WAF,Critical,Even hand sometimes statement near wife add.,2024-09-10 07:51:00,,Acknowledged,46
475,Data Exfiltration,SIEM,Low,Question color reveal later foreign.,2024-04-14 23:37:00,2025-01-16 15:25:00,Investigating,66
476,Anomalous Login,EDR,Medium,Area general economy to others you drop avoid.,2024-03-23 02:44:00,2024-11-30 10:10:00,Closed,56
477,Policy Violation,SIEM,Low,Compare reality black appear policy.,2024-12-30 13:37:00,2024-02-22 06:35:00,Closed,99
478,Malware,EDR,High,Meet attack would training.,2024-09-02 02:44:00,,Closed,3
479,Malware,IDS,Medium,Law other stage large year this boy issue.,2024-08-22 22:03:00,2025-01-04 04:42:00,Closed,21
480,Malware,DLP,Low,Argue argue several international until pretty deep.,2024-02-19 20:13:00,2025-01-02 06:28:00,Acknowledged,77
481,Policy Violation,SIEM,Medium,Someone citizen billion.,2024-07-20 07:10:00,2024-11-30 03:54:00,New,96
482,Intrusion Detection,EDR,Low,Investment structure performance company town major.,2024-01-23 19:52:00,2024-01-12 13:58:00,Closed,73
483,Anomalous Login,DLP,High,Civil table degree hair three girl.,2024-09-04 04:42:00,,Closed,37
484,Data Exfiltration,IDS,Medium,Police water while view.,2024-03-30 14:50:00,2024-05-10 05:22:00,Investigating,99
485,Data Exfiltration,IDS,High,City oil commercial various for our.,2024-09-10 04:30:00,2024-02-03 04:47:00,Closed,56
486,Policy Violation,WAF,Medium,To note themselves avoid fear hair decade keep.,2024-12-30 09:25:00,2024-11-06 11:25:00,Acknowledged,22
487,Data Exfiltration,WAF,Medium,Sense set trade without compare.,2024-11-20 20:03:00,2024-04-27 06:47:00,Closed,93
488,Intrusion Detection,IDS,High,Very show government into find marriage.,2024-01-03 00:38:00,2024-10-31 17:39:00,Acknowledged,52
489,Intrusion Detection,EDR,Medium,On together follow market reveal focus.,2024-05-28 07:47:00,2024-10-09 16:06:00,Closed,83
490,Intrusion Detection,DLP,Medium,Imagine half story how out similar including.,2024-07-23 22:43:00,2024-09-15 22:46:00,Closed,2
491,Intrusion Detection,SIEM,Low,Ten at hear political fine.,2024-03-05 05:42:00,2024-02-29 23:49:00,New,53
492,Anomalous Login,DLP,Medium,Them successful include lead.,2025-01-26 15:35:00,2024-09-29 07:14:00,Closed,30
493,Malware,SIEM,Low,Their interesting help particular pay.,2024-07-02 06:21:00,2024-07-31 10:48:00,Closed,37
494,Intrusion Detection,IDS,Low,Summer nation size.,2024-09-29 13:52:00,2024-12-14 13:02:00,Closed,10
495,Data Exfiltration,DLP,Low,Read imagine according weight hope.,2024-02-13 20:04:00,2024-05-26 13:36:00,Closed,12
496,Policy Violation,DLP,Low,Region standard contain he respond bill central.,2024-06-21 11:58:00,2024-10-20 07:51:00,New,87
497,Data Exfiltration,EDR,Low,Form teacher picture clear police citizen free.,2024-01-29 20:58:00,,Closed,43
498,Data Exfiltration,SIEM,Low,Continue simple difference actually.,2024-10-13 17:01:00,2024-02-08 18:13:00,Closed,26
499,Anomalous Login,DLP,High,Stage return enter star without these care manage.,2025-01-15 23:30:00,2024-04-29 08:19:00,Acknowledged,15
500,Anomalous Login,DLP,High,Food rest thought family less.,2024-07-28 15:22:00,2024-11-13 08:27:00,Investigating,62
